"database1","database2","drug","drug_sensitivity_metric","correlation_type","correlation","p.permutations","p.bootstrap","confidence.interval","data_points"
"CTRP","GDSC","Docetaxel","AUC_EC50_adj","pearson","0.124946143196689","0.0629999999999999","0.038","-0.0157945275255665,0.26584523621228","178"
"CTRP","GDSC","Docetaxel","AUC_EC50_adj","spearman","0.166442970747863","0.013","0.012","0.0216958493831185,0.312021825036155","178"
"CTRP","GDSC","Docetaxel","AUC_IC50_adj","pearson","0.135664339663171","0.037","0.041","-0.0115295922989341,0.278290862136668","178"
"CTRP","GDSC","Docetaxel","AUC_IC50_adj","spearman","0.17987012987013","0.011","0.012","0.0260667741998314,0.329295229126287","178"
"CTRP","GDSC","NVP-BEZ235","EC50","pearson",NA,NA,NA,"NA","288"
"CTRP","GDSC","NVP-BEZ235","EC50","spearman","0.261006733408847","0.001","0.001","0.148359728267293,0.367786265389693","288"
"CTRP","GDSC","NVP-BEZ235","IC50","pearson",NA,NA,NA,"NA","288"
"CTRP","GDSC","NVP-BEZ235","IC50","spearman","0.206886283159115","0.001","0.001","0.0854039110345535,0.32561009622522","288"
"CTRP","GDSC","NVP-BEZ235","AUC_EC50","pearson","0.125793178162019","0.014","0.019","-0.0140338949963311,0.250716829359212","288"
"CTRP","GDSC","NVP-BEZ235","AUC_EC50","spearman","0.130299322024362","0.015","0.016","0.0173471377056571,0.250591370430476","288"
"CTRP","GDSC","NVP-BEZ235","AUC_IC50","pearson","0.140294875707722","0.004","0.00800000000000001","0.0135515323986473,0.257574056569867","288"
"CTRP","GDSC","NVP-BEZ235","AUC_IC50","spearman","0.150311056990946","0.00700000000000001","0.00900000000000001","0.0332086725979249,0.275804746485315","288"
"CTRP","GDSC","NVP-BEZ235","AUC_EC50_adj","pearson","0.286942808183986","0.001","0.001","0.17251795975306,0.381573548007588","288"
"CTRP","GDSC","NVP-BEZ235","AUC_EC50_adj","spearman","0.295190170759839","0.001","0.001","0.179796130241778,0.392877015716611","288"
"CTRP","GDSC","NVP-BEZ235","AUC_IC50_adj","pearson","0.238583233804512","0.001","0.001","0.121007211384382,0.357417053159174","288"
"CTRP","GDSC","NVP-BEZ235","AUC_IC50_adj","spearman","0.266258655542561","0.001","0.001","0.151914568083621,0.378764016513156","288"
"CTRP","GDSC","BI-2536","EC50","pearson",NA,NA,NA,"NA","159"
"CTRP","GDSC","BI-2536","EC50","spearman","0.168602551120942","0.01","0.014","0.00334552163873851,0.327160726838806","159"
"CTRP","GDSC","BI-2536","IC50","pearson",NA,NA,NA,"NA","159"
"CTRP","GDSC","BI-2536","IC50","spearman","0.157927786803953","0.025","0.022","0.00493111963176228,0.311162901067561","159"
"CTRP","GDSC","BI-2536","AUC_EC50","pearson","0.0630215266807277","0.232","0.216","-0.10103880524745,0.235222245752029","159"
"CTRP","GDSC","BI-2536","AUC_EC50","spearman","0.0983669691903511","0.104","0.097","-0.0659342824313183,0.254904302796883","159"
"CTRP","GDSC","BI-2536","AUC_IC50","pearson","0.0594405394348357","0.225","0.231","-0.0837502158986049,0.222776958653747","159"
"CTRP","GDSC","BI-2536","AUC_IC50","spearman","0.0958920468115596","0.116","0.119","-0.0642036987787883,0.243475766280002","159"
"CTRP","GDSC","BI-2536","AUC_EC50_adj","pearson","0.1964652660008","0.005","0.004","0.038280677342344,0.35057503164641","159"
"CTRP","GDSC","BI-2536","AUC_EC50_adj","spearman","0.18905242417005","0.00700000000000001","0.00600000000000001","0.0329407036234461,0.329476230054537","159"
"CTRP","GDSC","BI-2536","AUC_IC50_adj","pearson","0.163074078491682","0.02","0.013","0.00822074723952429,0.318866123827312","159"
"CTRP","GDSC","BI-2536","AUC_IC50_adj","spearman","0.15824874611894","0.027","0.02","-0.0021838258727062,0.303315034894826","159"
"CTRP","GDSC","BMS-536924","EC50","pearson",NA,NA,NA,"NA","149"
"CTRP","GDSC","BMS-536924","EC50","spearman","0.318020060468318","0.001","0.001","0.166538820513042,0.453426448772842","149"
"CTRP","GDSC","BMS-536924","IC50","pearson",NA,NA,NA,"NA","149"
"CTRP","GDSC","BMS-536924","IC50","spearman","0.40076823840367","0.001","0.001","0.25791602278897,0.529561256938591","149"
"CTRP","GDSC","BMS-536924","AUC_EC50","pearson","0.427595288959318","0.001","0.001","0.295068906478202,0.543869756806297","149"
"CTRP","GDSC","BMS-536924","AUC_EC50","spearman","0.420032650099764","0.001","0.001","0.274011166061411,0.54502444468728","149"
"CTRP","GDSC","BMS-536924","AUC_IC50","pearson","0.47282913964849","0.001","0.001","0.350528288168115,0.584607139233543","149"
"CTRP","GDSC","BMS-536924","AUC_IC50","spearman","0.47074188282242","0.001","0.001","0.338185241416917,0.592549778061782","149"
"CTRP","GDSC","BMS-536924","AUC_EC50_adj","pearson","0.370785666729459","0.001","0.001","0.214317788236111,0.51657737451921","149"
"CTRP","GDSC","BMS-536924","AUC_EC50_adj","spearman","0.362318157083258","0.001","0.001","0.205409440957498,0.489103123311057","149"
"CTRP","GDSC","BMS-536924","AUC_IC50_adj","pearson","0.412521425074759","0.001","0.001","0.272786262487006,0.540371019271646","149"
"CTRP","GDSC","BMS-536924","AUC_IC50_adj","spearman","0.407935454149081","0.001","0.001","0.254494979325909,0.529176440655322","149"
"CTRP","GDSC","Dasatinib","EC50","pearson",NA,NA,NA,"NA","151"
"CTRP","GDSC","Dasatinib","EC50","spearman","0.508113016299418","0.001","0.001","0.37594627808721,0.625012661160274","151"
"CTRP","GDSC","Dasatinib","IC50","pearson",NA,NA,NA,"NA","151"
"CTRP","GDSC","Dasatinib","IC50","spearman","0.492990502278816","0.001","0.001","0.340395675996107,0.62098319878163","151"
"CTRP","GDSC","Dasatinib","AUC_EC50","pearson","0.189703346345143","0.00600000000000001","0.01","0.052439374032292,0.321845136220505","151"
"CTRP","GDSC","Dasatinib","AUC_EC50","spearman","0.181139769954688","0.013","0.00800000000000001","0.0249600887794188,0.323615489467278","151"
"CTRP","GDSC","Dasatinib","AUC_IC50","pearson","0.239471500678137","0.002","0.002","0.0964142825699282,0.376083648844558","151"
"CTRP","GDSC","Dasatinib","AUC_IC50","spearman","0.228149180899268","0.004","0.005","0.0660301455902741,0.369488643398753","151"
"CTRP","GDSC","Dasatinib","AUC_EC50_adj","pearson","0.686698861371907","0.001","0.001","0.593938744803082,0.763667664829509","151"
"CTRP","GDSC","Dasatinib","AUC_EC50_adj","spearman","0.653014987800627","0.001","0.001","0.559530776432664,0.727273650282168","151"
"CTRP","GDSC","Dasatinib","AUC_IC50_adj","pearson","0.688518030415923","0.001","0.001","0.597636718067713,0.762830108113251","151"
"CTRP","GDSC","Dasatinib","AUC_IC50_adj","spearman","0.66178110840014","0.001","0.001","0.556363822145069,0.733500214086048","151"
"CTRP","GDSC","Entinostat","EC50","pearson",NA,NA,NA,"NA","147"
"CTRP","GDSC","Entinostat","EC50","spearman","0.201769374395842","0.00800000000000001","0.00700000000000001","0.0270558357578259,0.382097284240406","147"
"CTRP","GDSC","Entinostat","IC50","pearson",NA,NA,NA,"NA","147"
"CTRP","GDSC","Entinostat","IC50","spearman","0.244114256397144","0.002","0.001","0.0669361644879192,0.413733484184265","147"
"CTRP","GDSC","Entinostat","AUC_EC50","pearson","0.204544888120169","0.00600000000000001","0.00800000000000001","0.0592463158844167,0.347171470349289","147"
"CTRP","GDSC","Entinostat","AUC_EC50","spearman","0.270969179971137","0.001","0.001","0.106480658044757,0.433628450855422","147"
"CTRP","GDSC","Entinostat","AUC_IC50","pearson","0.192886417928621","0.00900000000000001","0.011","0.046422291991772,0.332954382762938","147"
"CTRP","GDSC","Entinostat","AUC_IC50","spearman","0.250855692147277","0.002","0.001","0.0707607726402701,0.40002071621444","147"
"CTRP","GDSC","Entinostat","AUC_EC50_adj","pearson","0.27791143317062","0.001","0.001","0.123700857490006,0.436564132607878","147"
"CTRP","GDSC","Entinostat","AUC_EC50_adj","spearman","0.293591186937567","0.001","0.001","0.126327653913715,0.439891736181472","147"
"CTRP","GDSC","Entinostat","AUC_IC50_adj","pearson","0.256097503867888","0.001","0.002","0.0825056041448906,0.415903760760766","147"
"CTRP","GDSC","Entinostat","AUC_IC50_adj","spearman","0.281656831558984","0.001","0.001","0.123549346936055,0.431691360290019","147"
"CTRP","GDSC","Erlotinib","EC50","pearson",NA,NA,NA,"NA","133"
"CTRP","GDSC","Erlotinib","EC50","spearman","0.208522575889725","0.005","0.013","-0.0112336820102366,0.367590662180028","133"
"CTRP","GDSC","Erlotinib","IC50","pearson",NA,NA,NA,"NA","133"
"CTRP","GDSC","Erlotinib","IC50","spearman","0.0767842728503505","0.188","0.198364008179959","-0.134725118030838,0.286305281082329","133"
"CTRP","GDSC","Erlotinib","AUC_EC50","pearson","0.0463097438349887","0.306","0.272","-0.106631178265476,0.202190561659128","133"
"CTRP","GDSC","Erlotinib","AUC_EC50","spearman","0.11528652023546","0.09","0.092","-0.0682665431258326,0.291533040487089","133"
"CTRP","GDSC","Erlotinib","AUC_IC50","pearson","0.10494806668895","0.136","0.126","-0.0400974633406925,0.268908131124899","133"
"CTRP","GDSC","Erlotinib","AUC_IC50","spearman","0.17053998632946","0.018","0.026","0.00124199553780867,0.339494570298672","133"
"CTRP","GDSC","Erlotinib","AUC_EC50_adj","pearson","0.289945230947928","0.002","0.001","0.10548494506329,0.47517006495007","133"
"CTRP","GDSC","Erlotinib","AUC_EC50_adj","spearman","0.232159435223064","0.002","0.003","0.0643189909924299,0.392509222355495","133"
"CTRP","GDSC","Erlotinib","AUC_IC50_adj","pearson","0.365420870154438","0.001","0.001","0.148452133620126,0.555799885561819","133"
"CTRP","GDSC","Erlotinib","AUC_IC50_adj","spearman","0.258563078139986","0.001","0.001","0.0823463819356579,0.418051518398492","133"
"CTRP","GDSC","Imatinib","EC50","pearson",NA,NA,NA,"NA","148"
"CTRP","GDSC","Imatinib","EC50","spearman","0.341108371090029","0.001","0.001","0.199893098841898,0.455674474995751","148"
"CTRP","GDSC","Imatinib","IC50","pearson",NA,NA,NA,"NA","148"
"CTRP","GDSC","Imatinib","IC50","spearman","0.33744721625586","0.001","0.001","0.195801755230135,0.444470802301212","148"
"CTRP","GDSC","Imatinib","AUC_EC50","pearson","0.412810814479596","0.001","0.001","0.183189676445233,0.563895682801555","148"
"CTRP","GDSC","Imatinib","AUC_EC50","spearman","0.100656333638117","0.089","0.096","-0.0652709233942773,0.258421302484503","148"
"CTRP","GDSC","Imatinib","AUC_IC50","pearson","0.455860917132064","0.001","0.001","0.209149756775283,0.612568630017948","148"
"CTRP","GDSC","Imatinib","AUC_IC50","spearman","0.0861896000918053","0.16","0.153","-0.0984040409183465,0.261200510932161","148"
"CTRP","GDSC","Imatinib","AUC_EC50_adj","pearson","0.665637074936152","0.001","0.001","0.303571907076096,0.857495656426562","148"
"CTRP","GDSC","Imatinib","AUC_EC50_adj","spearman","0.0907724598999767","0.135","0.152","-0.063558779095635,0.254362827898317","148"
"CTRP","GDSC","Imatinib","AUC_IC50_adj","pearson","0.675821834359458","0.001","0.001","0.315537282213336,0.887964035843608","148"
"CTRP","GDSC","Imatinib","AUC_IC50_adj","spearman","0.126255344507888","0.0580000000000001","0.073","-0.0519372832244297,0.291601607402091","148"
"CTRP","GDSC","Lapatinib","EC50","pearson",NA,NA,NA,"NA","138"
"CTRP","GDSC","Lapatinib","EC50","spearman","0.118357216979476","0.103","0.077","-0.084955260034449,0.295607834455981","138"
"CTRP","GDSC","Lapatinib","IC50","pearson",NA,NA,NA,"NA","138"
"CTRP","GDSC","Lapatinib","IC50","spearman","0.135526710439745","0.0570000000000001","0.0629999999999999","-0.0748583014659991,0.318072666352028","138"
"CTRP","GDSC","Lapatinib","AUC_EC50","pearson","0.079206735663111","0.189","0.189","-0.0993746608806818,0.258473161753949","138"
"CTRP","GDSC","Lapatinib","AUC_EC50","spearman","-0.0303226793366957","0.36","0.365","-0.192439716959911,0.136485600039623","138"
"CTRP","GDSC","Lapatinib","AUC_IC50","pearson","0.124676589345894","0.0659999999999999","0.081","-0.0632229318958478,0.288720521092049","138"
"CTRP","GDSC","Lapatinib","AUC_IC50","spearman","0.00578325026427604","0.466","0.469","-0.150727786379268,0.17954497548141","138"
"CTRP","GDSC","Lapatinib","AUC_EC50_adj","pearson","0.455770368937888","0.001","0.001","0.137457892274533,0.686853956031341","138"
"CTRP","GDSC","Lapatinib","AUC_EC50_adj","spearman","0.296187803803292","0.001","0.001","0.132549123237087,0.436225190173357","138"
"CTRP","GDSC","Lapatinib","AUC_IC50_adj","pearson","0.452700774954299","0.001","0.001","0.135681561063172,0.670225458199493","138"
"CTRP","GDSC","Lapatinib","AUC_IC50_adj","spearman","0.24818876617357","0.003","0.001","0.0773595657517783,0.410483911515155","138"
"CTRP","GDSC","MG-132","EC50","pearson",NA,NA,NA,"NA","64"
"CTRP","GDSC","MG-132","EC50","spearman","0.316226772365212","0.00800000000000001","0.003","0.0764094777825594,0.525625587948022","64"
"CTRP","GDSC","MG-132","IC50","pearson",NA,NA,NA,"NA","64"
"CTRP","GDSC","MG-132","IC50","spearman","0.188519659444618","0.0600000000000001","0.076","-0.0726108169598971,0.416650058224002","64"
"CTRP","GDSC","MG-132","AUC_EC50","pearson","0.240645905873753","0.031","0.019","-0.0701081943088607,0.489811509018465","64"
"CTRP","GDSC","MG-132","AUC_EC50","spearman","0.261263736263736","0.021","0.027","0.0211869535536079,0.501907772864244","64"
"CTRP","GDSC","MG-132","AUC_IC50","pearson","0.175340092970018","0.09","0.087","-0.0969518254701101,0.429368513841133","64"
"CTRP","GDSC","MG-132","AUC_IC50","spearman","0.235943223443223","0.024","0.026","-0.0219333621797744,0.463291457620689","64"
"CTRP","GDSC","MG-132","AUC_EC50_adj","pearson","0.176409272547929","0.081","0.069","-0.0736431113883355,0.42116922012588","64"
"CTRP","GDSC","MG-132","AUC_EC50_adj","spearman","0.195100732600733","0.0610000000000001","0.053","-0.0589191562401084,0.45677000585127","64"
"CTRP","GDSC","MG-132","AUC_IC50_adj","pearson","0.164100341688052","0.106","0.075","-0.0653548527480762,0.382186273821347","64"
"CTRP","GDSC","MG-132","AUC_IC50_adj","spearman","0.194917582417582","0.056","0.072","-0.034108233857249,0.426284478679233","64"
"CTRP","GDSC","Paclitaxel","EC50","pearson",NA,NA,NA,"NA","158"
"CTRP","GDSC","Paclitaxel","EC50","spearman","0.11290288373263","0.089","0.077","-0.0495887935585412,0.2771324622899","158"
"CTRP","GDSC","Paclitaxel","IC50","pearson",NA,NA,NA,"NA","158"
"CTRP","GDSC","Paclitaxel","IC50","spearman","0.185664026105465","0.014","0.012","0.0230995036041561,0.32392410144732","158"
"CTRP","GDSC","Paclitaxel","AUC_EC50","pearson","0.144672786625678","0.037","0.027","-0.0218503379539314,0.303330385212453","158"
"CTRP","GDSC","Paclitaxel","AUC_EC50","spearman","0.217696874919184","0.002","0.003","0.0501288912761685,0.377396325596364","158"
"CTRP","GDSC","Paclitaxel","AUC_IC50","pearson","0.152559158564376","0.022","0.025","-0.0053245145697021,0.315165947562242","158"
"CTRP","GDSC","Paclitaxel","AUC_IC50","spearman","0.225026203337902","0.001","0.003","0.0612902012951004,0.383538380700095","158"
"CTRP","GDSC","Paclitaxel","AUC_EC50_adj","pearson","0.240561458299157","0.001","0.001","0.076275495540685,0.406637333593939","158"
"CTRP","GDSC","Paclitaxel","AUC_EC50_adj","spearman","0.278873704379046","0.001","0.001","0.115508964876155,0.439479212076602","158"
"CTRP","GDSC","Paclitaxel","AUC_IC50_adj","pearson","0.25335072173263","0.002","0.001","0.0974394852402701,0.410665544872499","158"
"CTRP","GDSC","Paclitaxel","AUC_IC50_adj","spearman","0.265708894005403","0.001","0.001","0.0970831119191314,0.415338479052225","158"
"CTRP","GDSC","Parthenolide","EC50","pearson",NA,NA,NA,"NA","133"
"CTRP","GDSC","Parthenolide","EC50","spearman","0.0847551800138262","0.174","0.157","-0.0836585545230916,0.239674657893647","133"
"CTRP","GDSC","Parthenolide","IC50","pearson",NA,NA,NA,"NA","133"
"CTRP","GDSC","Parthenolide","IC50","spearman","0.0835043836608914","0.157","0.164","-0.0797924776974612,0.245556933312653","133"
"CTRP","GDSC","Parthenolide","AUC_EC50","pearson","0.128868594580732","0.075","0.083","-0.0353053993499062,0.275474283666038","133"
"CTRP","GDSC","Parthenolide","AUC_EC50","spearman","0.114531579967558","0.081","0.083","-0.056838685780875,0.287233230281398","133"
"CTRP","GDSC","Parthenolide","AUC_IC50","pearson","0.128118965332229","0.0629999999999999","0.054","-0.0559640641101691,0.27504975499079","133"
"CTRP","GDSC","Parthenolide","AUC_IC50","spearman","0.0915621289853544","0.123","0.127","-0.0704401347410271,0.264139230354148","133"
"CTRP","GDSC","Parthenolide","AUC_EC50_adj","pearson","0.0461791746829606","0.298","0.297","-0.149441923176805,0.246245308641578","133"
"CTRP","GDSC","Parthenolide","AUC_EC50_adj","spearman","0.0100896875283026","0.443","0.482","-0.167135242482699,0.187062364895229","133"
"CTRP","GDSC","Parthenolide","AUC_IC50_adj","pearson","0.0598580815522169","0.273","0.223","-0.127474483553894,0.28122332012944","133"
"CTRP","GDSC","Parthenolide","AUC_IC50_adj","spearman","0.0183524576682983","0.389","0.415","-0.137365808182047,0.192015497513976","133"
"CTRP","GDSC","Rapamycin","EC50","pearson",NA,NA,NA,"NA","155"
"CTRP","GDSC","Rapamycin","EC50","spearman","0.323609108489358","0.001","0.001","0.160669197165698,0.46411723925971","155"
"CTRP","GDSC","Rapamycin","IC50","pearson",NA,NA,NA,"NA","155"
"CTRP","GDSC","Rapamycin","IC50","spearman","0.129421160834333","0.054","0.0669999999999999","-0.0226649736705198,0.293553283371204","155"
"CTRP","GDSC","Rapamycin","AUC_EC50","pearson","0.185673227308323","0.00600000000000001","0.01","0.05052022833466,0.327314620724762","155"
"CTRP","GDSC","Rapamycin","AUC_EC50","spearman","0.187776739389643","0.00600000000000001","0.00900000000000001","0.0341879654289212,0.329870747702724","155"
"CTRP","GDSC","Rapamycin","AUC_IC50","pearson","0.189449173247081","0.00900000000000001","0.00800000000000001","0.0503103426073786,0.329941478938553","155"
"CTRP","GDSC","Rapamycin","AUC_IC50","spearman","0.187625277947859","0.004","0.015","0.0402630357108835,0.332657617533846","155"
"CTRP","GDSC","Rapamycin","AUC_EC50_adj","pearson","0.20035526149876","0.00600000000000001","0.005","0.062422941577705,0.339218279422667","155"
"CTRP","GDSC","Rapamycin","AUC_EC50_adj","spearman","0.17190229125713","0.013","0.018","0.0163965041915618,0.324846126481444","155"
"CTRP","GDSC","Rapamycin","AUC_IC50_adj","pearson","0.194301704038427","0.00600000000000001","0.011","0.0574107123468536,0.336195668244837","155"
"CTRP","GDSC","Rapamycin","AUC_IC50_adj","spearman","0.173774749955142","0.015","0.017","0.026861580440321,0.324914902025195","155"
"CTRP","GDSC","Saracatinib","EC50","pearson",NA,NA,NA,"NA","158"
"CTRP","GDSC","Saracatinib","EC50","spearman","0.333797259496454","0.001","0.001","0.174139799417449,0.476294564171464","158"
"CTRP","GDSC","Saracatinib","IC50","pearson",NA,NA,NA,"NA","158"
"CTRP","GDSC","Saracatinib","IC50","spearman","0.303386726591541","0.001","0.001","0.133415887150616,0.456953262021144","158"
"CTRP","GDSC","Saracatinib","AUC_EC50","pearson","0.383350660993492","0.001","0.001","0.228070548883683,0.512912200486374","158"
"CTRP","GDSC","Saracatinib","AUC_EC50","spearman","0.295550832954291","0.001","0.001","0.142805706445427,0.431939776290219","158"
"CTRP","GDSC","Saracatinib","AUC_IC50","pearson","0.403520828498409","0.001","0.001","0.245879218312719,0.528463568142186","158"
"CTRP","GDSC","Saracatinib","AUC_IC50","spearman","0.299953297969603","0.001","0.001","0.152015980375739,0.424234609694392","158"
"CTRP","GDSC","Saracatinib","AUC_EC50_adj","pearson","0.583926233354194","0.001","0.001","0.424766944628863,0.731084149249968","158"
"CTRP","GDSC","Saracatinib","AUC_EC50_adj","spearman","0.476572162243158","0.001","0.001","0.325572312345758,0.59759050327744","158"
"CTRP","GDSC","Saracatinib","AUC_IC50_adj","pearson","0.602096828447207","0.001","0.001","0.426734911326202,0.756046166482498","158"
"CTRP","GDSC","Saracatinib","AUC_IC50_adj","spearman","0.492012590083914","0.001","0.001","0.354583877491961,0.618064113233341","158"
"CTRP","GDSC","Sorafenib","EC50","pearson",NA,NA,NA,"NA","152"
"CTRP","GDSC","Sorafenib","EC50","spearman","0.194167381727683","0.00800000000000001","0.00700000000000001","0.0265438569527742,0.339158504426584","152"
"CTRP","GDSC","Sorafenib","IC50","pearson",NA,NA,NA,"NA","152"
"CTRP","GDSC","Sorafenib","IC50","spearman","0.239679655093737","0.001","0.004","0.0795881137184931,0.394791097670295","152"
"CTRP","GDSC","Sorafenib","AUC_EC50","pearson","0.187557623341518","0.011","0.00800000000000001","0.0211909036523112,0.345178638632504","152"
"CTRP","GDSC","Sorafenib","AUC_EC50","spearman","0.260813701569858","0.002","0.001","0.112479984779653,0.419996011970839","152"
"CTRP","GDSC","Sorafenib","AUC_IC50","pearson","0.239958579953436","0.001","0.002","0.0685974958714248,0.391055071824326","152"
"CTRP","GDSC","Sorafenib","AUC_IC50","spearman","0.32765737874097","0.001","0.001","0.158772558354791,0.476672450210627","152"
"CTRP","GDSC","Sorafenib","AUC_EC50_adj","pearson","0.317173814402673","0.001","0.001","0.0259241488087711,0.525880497816218","152"
"CTRP","GDSC","Sorafenib","AUC_EC50_adj","spearman","0.106660789097793","0.1","0.105","-0.0537991238001937,0.256267758042855","152"
"CTRP","GDSC","Sorafenib","AUC_IC50_adj","pearson","0.310007491566011","0.001","0.001","-0.00226293413739768,0.519088464108399","152"
"CTRP","GDSC","Sorafenib","AUC_IC50_adj","spearman","0.105460380222165","0.103","0.084","-0.0565979695873398,0.265984868807096","152"
"CTRP","GDSC","Sunitinib","EC50","pearson",NA,NA,NA,"NA","152"
"CTRP","GDSC","Sunitinib","EC50","spearman","0.460419565134405","0.001","0.001","0.31413205444996,0.575595302658227","152"
"CTRP","GDSC","Sunitinib","IC50","pearson",NA,NA,NA,"NA","152"
"CTRP","GDSC","Sunitinib","IC50","spearman","0.431155519498971","0.001","0.001","0.284125561843583,0.564581430057999","152"
"CTRP","GDSC","Sunitinib","AUC_EC50","pearson","0.212404455996405","0.002","0.003","0.0235443153262455,0.398830064907677","152"
"CTRP","GDSC","Sunitinib","AUC_EC50","spearman","0.320030207970257","0.001","0.001","0.147201235508519,0.468335532824122","152"
"CTRP","GDSC","Sunitinib","AUC_IC50","pearson","0.245604112303452","0.001","0.001","0.048393594695323,0.412260817734453","152"
"CTRP","GDSC","Sunitinib","AUC_IC50","spearman","0.359211722332711","0.001","0.001","0.207015564462484,0.499875185598895","152"
"CTRP","GDSC","Sunitinib","AUC_EC50_adj","pearson","0.545923744831816","0.001","0.001","0.402707492332885,0.676477799556604","152"
"CTRP","GDSC","Sunitinib","AUC_EC50_adj","spearman","0.491955931902214","0.001","0.001","0.343591748771377,0.620083782359296","152"
"CTRP","GDSC","Sunitinib","AUC_IC50_adj","pearson","0.568690231478396","0.001","0.001","0.428452828080268,0.69337899836863","152"
"CTRP","GDSC","Sunitinib","AUC_IC50_adj","spearman","0.517765977077481","0.001","0.001","0.373351127233791,0.636305454298414","152"
"CTRP","GDSC","TAE684","EC50","pearson",NA,NA,NA,"NA","148"
"CTRP","GDSC","TAE684","EC50","spearman","0.273432764574451","0.001","0.001","0.113468308636816,0.416284846334588","148"
"CTRP","GDSC","TAE684","IC50","pearson",NA,NA,NA,"NA","148"
"CTRP","GDSC","TAE684","IC50","spearman","0.301940798935699","0.001","0.001","0.136183676859417,0.45621611066058","148"
"CTRP","GDSC","TAE684","AUC_EC50","pearson","0.30482406759198","0.001","0.001","0.150992240631303,0.453485183560541","148"
"CTRP","GDSC","TAE684","AUC_EC50","spearman","0.366136441879491","0.001","0.001","0.214753304571732,0.504178197242607","148"
"CTRP","GDSC","TAE684","AUC_IC50","pearson","0.321425256572563","0.001","0.001","0.148281332173891,0.477454386875712","148"
"CTRP","GDSC","TAE684","AUC_IC50","spearman","0.369756827091439","0.001","0.001","0.224197246549154,0.505549807368297","148"
"CTRP","GDSC","TAE684","AUC_EC50_adj","pearson","0.345890228595574","0.001","0.001","0.174649564099984,0.498812054798846","148"
"CTRP","GDSC","TAE684","AUC_EC50_adj","spearman","0.286143697457216","0.001","0.003","0.119914957968338,0.418592679133967","148"
"CTRP","GDSC","TAE684","AUC_IC50_adj","pearson","0.394649576032356","0.001","0.001","0.216554616289953,0.543406728025565","148"
"CTRP","GDSC","TAE684","AUC_IC50_adj","spearman","0.321148158156787","0.001","0.001","0.161612331094618,0.459460535085496","148"
"CTRP","GDSC","TGX-221","EC50","pearson",NA,NA,NA,"NA","150"
"CTRP","GDSC","TGX-221","EC50","spearman","0.0850082944651233","0.164","0.15","-0.128135907899691,0.290939424494054","150"
"CTRP","GDSC","TGX-221","IC50","pearson",NA,NA,NA,"NA","150"
"CTRP","GDSC","TGX-221","IC50","spearman","0.0502435147361661","0.254","0.278557114228457","-0.145502214513449,0.244105902691743","150"
"CTRP","GDSC","TGX-221","AUC_EC50","pearson","0.0961371520137755","0.115","0.128","-0.0586403623094859,0.245909798713425","150"
"CTRP","GDSC","TGX-221","AUC_EC50","spearman","0.0556522512111649","0.265","0.263","-0.118830269953961,0.223944995826781","150"
"CTRP","GDSC","TGX-221","AUC_IC50","pearson","0.110937457341358","0.091","0.085","-0.0515692837637324,0.273730189876185","150"
"CTRP","GDSC","TGX-221","AUC_IC50","spearman","0.0788035023778835","0.171","0.178","-0.0869800043109254,0.230360541751856","150"
"CTRP","GDSC","TGX-221","AUC_EC50_adj","pearson","0.313520913195976","0.001","0.002","0.124772832353352,0.480646229179067","150"
"CTRP","GDSC","TGX-221","AUC_EC50_adj","spearman","0.265979821325392","0.001","0.002","0.0901067520039908,0.421478303301322","150"
"CTRP","GDSC","TGX-221","AUC_IC50_adj","pearson","0.311029689578115","0.001","0.001","0.138809903115759,0.485037598599773","150"
"CTRP","GDSC","TGX-221","AUC_IC50_adj","spearman","0.29171103933207","0.002","0.001","0.141233306875121,0.446047724228588","150"
"CTRP","GDSC","Bortezomib","EC50","pearson",NA,NA,NA,"NA","145"
"CTRP","GDSC","Bortezomib","EC50","spearman","0.094970634740688","0.111","0.132","-0.0660214436033398,0.244669497921484","145"
"CTRP","GDSC","Bortezomib","IC50","pearson",NA,NA,NA,"NA","145"
"CTRP","GDSC","Bortezomib","IC50","spearman","0.122895712721165","0.081","0.08","-0.0403307147853737,0.274411813250925","145"
"CTRP","GDSC","Bortezomib","AUC_EC50","pearson","0.258771378068868","0.001","0.001","0.101366428251576,0.407527783956212","145"
"CTRP","GDSC","Bortezomib","AUC_EC50","spearman","0.262568886789482","0.003","0.001","0.106642197092415,0.403368258506472","145"
"CTRP","GDSC","Bortezomib","AUC_IC50","pearson","0.231216812738304","0.001","0.005","0.0760983415849128,0.385096764100906","145"
"CTRP","GDSC","Bortezomib","AUC_IC50","spearman","0.15810502283105","0.033","0.027","0.00421590722851243,0.310441620045489","145"
"CTRP","GDSC","Bortezomib","AUC_EC50_adj","pearson","0.227347139386075","0.00700000000000001","0.001","0.0566219515696729,0.385928858911568","145"
"CTRP","GDSC","Bortezomib","AUC_EC50_adj","spearman","0.231219492993229","0.001","0.003","0.0707261084648849,0.385509916478444","145"
"CTRP","GDSC","Bortezomib","AUC_IC50_adj","pearson","0.205289515777261","0.00700000000000001","0.005","0.0408798310796758,0.37105327837336","145"
"CTRP","GDSC","Bortezomib","AUC_IC50_adj","spearman","0.188167217760982","0.013","0.015","0.0258955444624606,0.343650462489332","145"
"CTRP","GDSC","Crizotinib","EC50","pearson",NA,NA,NA,"NA","150"
