"database1","database2","drug","drug_sensitivity_metric","correlation_type","correlation","p.permutations","p.bootstrap","confidence.interval","data_points"
"CTRP","GDSC","Axitinib","AUC_EC50","pearson","0.392513599996793","0.001","0.001","0.288344947134439,0.482926883679846","381"
"CTRP","GDSC","Axitinib","AUC_EC50","spearman","0.289757270283347","0.001","0.001","0.192989223404116,0.380724648828416","381"
"CTRP","GDSC","Axitinib","AUC_IC50","pearson","0.46479511179457","0.001","0.001","0.383807205612555,0.54047123017331","381"
"CTRP","GDSC","Axitinib","AUC_IC50","spearman","0.34690850973209","0.001","0.001","0.243685767670755,0.435250782509873","381"
"CTRP","GDSC","Axitinib","AUC_EC50_adj","pearson","0.62442164701017","0.001","0.001","0.481627665027881,0.715914732897573","381"
"CTRP","GDSC","Axitinib","AUC_EC50_adj","spearman","0.217331296663144","0.001","0.001","0.109032563167524,0.315436075970816","381"
"CTRP","GDSC","Axitinib","AUC_IC50_adj","pearson","0.726394925199311","0.001","0.001","0.597138724594357,0.80252108521776","381"
"CTRP","GDSC","Axitinib","AUC_IC50_adj","spearman","0.329250202370584","0.001","0.001","0.232155891840557,0.425776251862708","381"
"CTRP","GDSC","AZD6482","EC50","pearson",NA,NA,NA,"NA","409"
"CTRP","GDSC","AZD6482","EC50","spearman","0.264158201530599","0.001","0.001","0.167695139526354,0.362367993958147","409"
"CTRP","GDSC","AZD6482","IC50","pearson",NA,NA,NA,"NA","409"
"CTRP","GDSC","AZD6482","IC50","spearman","0.30037602322233","0.001","0.001","0.20715257645023,0.396214115403951","409"
"CTRP","GDSC","AZD6482","AUC_EC50","pearson","0.249832004540023","0.001","0.001","0.151854191016164,0.345199741485904","409"
"CTRP","GDSC","AZD6482","AUC_EC50","spearman","0.186439964500321","0.001","0.001","0.0957533932729,0.284424238627874","409"
"CTRP","GDSC","AZD6482","AUC_IC50","pearson","0.315165122861889","0.001","0.001","0.222962621737854,0.406712087068976","409"
"CTRP","GDSC","AZD6482","AUC_IC50","spearman","0.255550157328123","0.001","0.001","0.16701357665449,0.34246069181666","409"
"CTRP","GDSC","AZD6482","AUC_EC50_adj","pearson","0.437542705950406","0.001","0.001","0.356910777100205,0.512121201952269","409"
"CTRP","GDSC","AZD6482","AUC_EC50_adj","spearman","0.384642283934391","0.001","0.001","0.2906690208399,0.468993489346458","409"
"CTRP","GDSC","AZD6482","AUC_IC50_adj","pearson","0.474364683947714","0.001","0.001","0.39462265061054,0.543586094022567","409"
"CTRP","GDSC","AZD6482","AUC_IC50_adj","spearman","0.43937535961214","0.001","0.001","0.354513709012729,0.518466710008202","409"
"CTRP","GDSC","AZD7762","EC50","pearson",NA,NA,NA,"NA","395"
"CTRP","GDSC","AZD7762","EC50","spearman","0.430303411730648","0.001","0.001","0.346098384635151,0.516164049698149","395"
"CTRP","GDSC","AZD7762","IC50","pearson",NA,NA,NA,"NA","395"
"CTRP","GDSC","AZD7762","IC50","spearman","0.484780083971457","0.001","0.001","0.393987955097927,0.565775892774286","395"
"CTRP","GDSC","AZD7762","AUC_EC50","pearson","0.295411269795748","0.001","0.001","0.178666488916929,0.403461427260444","395"
"CTRP","GDSC","AZD7762","AUC_EC50","spearman","0.374271533688099","0.001","0.001","0.279064057095235,0.464497535692899","395"
"CTRP","GDSC","AZD7762","AUC_IC50","pearson","0.302506392610306","0.001","0.001","0.180304937935756,0.411584007811918","395"
"CTRP","GDSC","AZD7762","AUC_IC50","spearman","0.445373545257886","0.001","0.001","0.362117762684965,0.532136304588618","395"
"CTRP","GDSC","AZD7762","AUC_EC50_adj","pearson","0.523620694612505","0.001","0.001","0.444553814426123,0.600909980050196","395"
"CTRP","GDSC","AZD7762","AUC_EC50_adj","spearman","0.539363564320192","0.001","0.001","0.45981688048343,0.612150195890865","395"
"CTRP","GDSC","AZD7762","AUC_IC50_adj","pearson","0.518296002686525","0.001","0.001","0.439228296346687,0.596717784357345","395"
"CTRP","GDSC","AZD7762","AUC_IC50_adj","spearman","0.522742557620152","0.001","0.001","0.443569744687218,0.595072116164377","395"
"CTRP","GDSC","AZD8055","EC50","pearson",NA,NA,NA,"NA","388"
"CTRP","GDSC","AZD8055","EC50","spearman","0.19464990252254","0.001","0.001","0.0963746285296781,0.281138919676216","388"
"CTRP","GDSC","AZD8055","IC50","pearson",NA,NA,NA,"NA","388"
"CTRP","GDSC","AZD8055","IC50","spearman","0.324860414143977","0.001","0.001","0.225620637436701,0.415308931871149","388"
"CTRP","GDSC","AZD8055","AUC_EC50","pearson","0.314195752795982","0.001","0.001","0.217760570613299,0.401773449713627","388"
"CTRP","GDSC","AZD8055","AUC_EC50","spearman","0.334288638016976","0.001","0.001","0.235755365761332,0.436659868126419","388"
"CTRP","GDSC","AZD8055","AUC_IC50","pearson","0.318954758177849","0.001","0.001","0.2197053802155,0.410210022434255","388"
"CTRP","GDSC","AZD8055","AUC_IC50","spearman","0.346904412213355","0.001","0.001","0.248393233364509,0.436066894515442","388"
"CTRP","GDSC","AZD8055","AUC_EC50_adj","pearson","0.362391267969369","0.001","0.001","0.266773117156098,0.451199259117012","388"
"CTRP","GDSC","AZD8055","AUC_EC50_adj","spearman","0.378871372230464","0.001","0.001","0.285167796761991,0.46679728123731","388"
"CTRP","GDSC","AZD8055","AUC_IC50_adj","pearson","0.348290054488324","0.001","0.001","0.244562715073103,0.445186411436377","388"
"CTRP","GDSC","AZD8055","AUC_IC50_adj","spearman","0.340247805020455","0.001","0.001","0.238798077615893,0.436287792870166","388"
"CTRP","GDSC","Bexarotene","EC50","pearson",NA,NA,NA,"NA","372"
"CTRP","GDSC","Bexarotene","EC50","spearman","0.0249430254133114","0.31","0.326","-0.0852935281095712,0.130279570348553","372"
"CTRP","GDSC","Bexarotene","IC50","pearson",NA,NA,NA,"NA","372"
"CTRP","GDSC","Bexarotene","IC50","spearman","0.0764398837301171","0.073","0.09","-0.0400244079021997,0.205599376558892","372"
"CTRP","GDSC","Bexarotene","AUC_EC50","pearson","0.0880978030725168","0.05","0.046","-0.0373792870377295,0.219963161572058","372"
"CTRP","GDSC","Bexarotene","AUC_EC50","spearman","0.0422312281920936","0.219","0.208","-0.0603699881886872,0.142110229155732","372"
"CTRP","GDSC","Bexarotene","AUC_IC50","pearson","0.113456134471914","0.016","0.016","-0.0279424121343874,0.245269241432517","372"
"CTRP","GDSC","Bexarotene","AUC_IC50","spearman","0.0688647466291396","0.073","0.089","-0.0265839061734891,0.162114183865867","372"
"CTRP","GDSC","Bexarotene","AUC_EC50_adj","pearson","0.192515748971925","0.001","0.001","0.0355132099004101,0.346012180773912","372"
"CTRP","GDSC","Bexarotene","AUC_EC50_adj","spearman","0.0482118995930483","0.211","0.156","-0.046071784354138,0.152249367363981","372"
"CTRP","GDSC","Bexarotene","AUC_IC50_adj","pearson","0.262697493445579","0.001","0.001","0.0965511506579124,0.419730853163652","372"
"CTRP","GDSC","Bexarotene","AUC_IC50_adj","spearman","0.13149289776907","0.002","0.003","0.032114612320067,0.230491345115469","372"
"CTRP","GDSC","BIRB-796","EC50","pearson",NA,NA,NA,"NA","357"
"CTRP","GDSC","BIRB-796","EC50","spearman","0.0516211521398081","0.159","0.173","-0.054929216153678,0.180792364675969","357"
"CTRP","GDSC","BIRB-796","IC50","pearson",NA,NA,NA,"NA","357"
"CTRP","GDSC","BIRB-796","IC50","spearman","0.0886155559888996","0.0669999999999999","0.0763747454175153","-0.0436555807526815,0.226092613812538","357"
"CTRP","GDSC","BIRB-796","AUC_EC50","pearson","0.0616924542306281","0.109","0.123","-0.0996053998979418,0.232368568538632","357"
"CTRP","GDSC","BIRB-796","AUC_EC50","spearman","-0.0255570473126425","0.319","0.31","-0.136617104846611,0.0775040328576137","357"
"CTRP","GDSC","BIRB-796","AUC_IC50","pearson","0.168974140564282","0.003","0.003","-0.00472831005111974,0.345168818526599","357"
"CTRP","GDSC","BIRB-796","AUC_IC50","spearman","0.0528164417161849","0.149","0.149","-0.0565820461979997,0.157521409314251","357"
"CTRP","GDSC","BIRB-796","AUC_EC50_adj","pearson","0.149604195984122","0.001","0.005","-0.0614582898423956,0.340883144779032","357"
"CTRP","GDSC","BIRB-796","AUC_EC50_adj","spearman","0.0118284525292498","0.408","0.424","-0.0890925948734134,0.132748923921873","357"
"CTRP","GDSC","BIRB-796","AUC_IC50_adj","pearson","0.268288982683143","0.001","0.001","0.0500330056471102,0.498673295871013","357"
"CTRP","GDSC","BIRB-796","AUC_IC50_adj","spearman","0.069676196853037","0.108","0.075","-0.0344754695406251,0.171022700900902","357"
"CTRP","GDSC","Bleomycin","EC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","Bleomycin","EC50","spearman","0.0956436383299504","0.03","0.035","-0.00875709326787018,0.194235068866114","367"
"CTRP","GDSC","Bleomycin","IC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","Bleomycin","IC50","spearman","0.198386174446022","0.001","0.001","0.0885437905696606,0.295755799639985","367"
"CTRP","GDSC","Bleomycin","AUC_EC50","pearson","0.245090085808761","0.001","0.001","0.150256136915946,0.335195230774808","367"
"CTRP","GDSC","Bleomycin","AUC_EC50","spearman","0.249931054707604","0.001","0.001","0.144802502279062,0.346891845613194","367"
"CTRP","GDSC","Bleomycin","AUC_IC50","pearson","0.244121439331118","0.001","0.001","0.142689301582921,0.334892849083449","367"
"CTRP","GDSC","Bleomycin","AUC_IC50","spearman","0.236502987953024","0.001","0.001","0.128622434728851,0.336781697000124","367"
"CTRP","GDSC","Bleomycin","AUC_EC50_adj","pearson","0.247413219397844","0.001","0.001","0.147654918569867,0.348928264632308","367"
"CTRP","GDSC","Bleomycin","AUC_EC50_adj","spearman","0.250756456095444","0.001","0.001","0.145995181797231,0.354044587034207","367"
"CTRP","GDSC","Bleomycin","AUC_IC50_adj","pearson","0.246753345183189","0.001","0.001","0.150568598204452,0.337292019670322","367"
"CTRP","GDSC","Bleomycin","AUC_IC50_adj","spearman","0.237742789390582","0.001","0.001","0.135472005130076,0.33578062722424","367"
"CTRP","GDSC","BMS-754807","EC50","pearson",NA,NA,NA,"NA","389"
"CTRP","GDSC","BMS-754807","EC50","spearman","0.324261214685603","0.001","0.001","0.2251863569832,0.411990951975112","389"
"CTRP","GDSC","BMS-754807","IC50","pearson",NA,NA,NA,"NA","389"
"CTRP","GDSC","BMS-754807","IC50","spearman","0.342967475622973","0.001","0.001","0.242461084020959,0.430813222301322","389"
"CTRP","GDSC","BMS-754807","AUC_EC50","pearson","0.365208358984181","0.001","0.001","0.279390521468914,0.447656718124033","389"
"CTRP","GDSC","BMS-754807","AUC_EC50","spearman","0.358720891119587","0.001","0.001","0.265509502895915,0.444363954613857","389"
"CTRP","GDSC","BMS-754807","AUC_IC50","pearson","0.365201658507601","0.001","0.001","0.268433565656989,0.457241981349219","389"
"CTRP","GDSC","BMS-754807","AUC_IC50","spearman","0.356021356535495","0.001","0.001","0.258894648671891,0.442156701764726","389"
"CTRP","GDSC","BMS-754807","AUC_EC50_adj","pearson","0.360551112149944","0.001","0.001","0.273089916291057,0.440337206263673","389"
"CTRP","GDSC","BMS-754807","AUC_EC50_adj","spearman","0.333467338322505","0.001","0.001","0.241491722900602,0.422861547415321","389"
"CTRP","GDSC","BMS-754807","AUC_IC50_adj","pearson","0.378814959000061","0.001","0.001","0.293572334792611,0.462566597897762","389"
"CTRP","GDSC","BMS-754807","AUC_IC50_adj","spearman","0.357086307377545","0.001","0.001","0.260164396969243,0.450306879492525","389"
"CTRP","GDSC","Bosutinib","EC50","pearson",NA,NA,NA,"NA","381"
"CTRP","GDSC","Bosutinib","EC50","spearman","0.193246123047663","0.001","0.001","0.0954059080290691,0.285520003680109","381"
"CTRP","GDSC","Bosutinib","IC50","pearson",NA,NA,NA,"NA","381"
"CTRP","GDSC","Bosutinib","IC50","spearman","0.31419695631417","0.001","0.001","0.196684236572279,0.41096751053086","381"
"CTRP","GDSC","Bosutinib","AUC_EC50","pearson","0.126167375743553","0.00700000000000001","0.00800000000000001","0.0137229524864923,0.228822886458408","381"
"CTRP","GDSC","Bosutinib","AUC_EC50","spearman","0.112032988849665","0.011","0.011","0.0112039064996968,0.215267599299428","381"
"CTRP","GDSC","Bosutinib","AUC_IC50","pearson","0.176270979325593","0.001","0.001","0.0766677835039803,0.284939909127112","381"
"CTRP","GDSC","Bosutinib","AUC_IC50","spearman","0.130850562941137","0.00600000000000001","0.011","0.0266210493266693,0.22797309890994","381"
"CTRP","GDSC","Bosutinib","AUC_EC50_adj","pearson","0.454152451745802","0.001","0.001","0.35482501600839,0.545126669839892","381"
"CTRP","GDSC","Bosutinib","AUC_EC50_adj","spearman","0.318482131039765","0.001","0.001","0.225471110936287,0.408583329451499","381"
"CTRP","GDSC","Bosutinib","AUC_IC50_adj","pearson","0.519489861732048","0.001","0.001","0.402994467616914,0.616496079155382","381"
"CTRP","GDSC","Bosutinib","AUC_IC50_adj","spearman","0.357475185128378","0.001","0.001","0.254415568145201,0.449097797421459","381"
"CTRP","GDSC","CHIR-99021","EC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","CHIR-99021","EC50","spearman","0.140499219927827","0.003","0.005","0.0277379332476501,0.252640502477789","367"
"CTRP","GDSC","CHIR-99021","IC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","CHIR-99021","IC50","spearman","0.180814228607415","0.001","0.001","0.0562380982610784,0.295192727523893","367"
"CTRP","GDSC","CHIR-99021","AUC_EC50","pearson","0.148433462605826","0.005","0.005","0.0425658169022618,0.243573213668202","367"
"CTRP","GDSC","CHIR-99021","AUC_EC50","spearman","0.117612450503973","0.00900000000000001","0.01","0.0215365322806097,0.214187861141428","367"
"CTRP","GDSC","CHIR-99021","AUC_IC50","pearson","0.18345100283773","0.001","0.001","0.0616750918890798,0.283070784638714","367"
"CTRP","GDSC","CHIR-99021","AUC_IC50","spearman","0.123628520997578","0.00900000000000001","0.011","0.028463766024605,0.223485059623903","367"
"CTRP","GDSC","CHIR-99021","AUC_EC50_adj","pearson","0.153324230256908","0.005","0.005","0.0196678659070804,0.284934946972183","367"
"CTRP","GDSC","CHIR-99021","AUC_EC50_adj","spearman","0.0772788780730953","0.0669999999999999","0.08","-0.0209643697655905,0.175469325627372","367"
"CTRP","GDSC","CHIR-99021","AUC_IC50_adj","pearson","0.205241558213726","0.001","0.001","0.0580165013197579,0.351918717678011","367"
"CTRP","GDSC","CHIR-99021","AUC_IC50_adj","spearman","0.132230318634644","0.003","0.004","0.0301888623233723,0.229244738888209","367"
"CTRP","GDSC","Cytarabine","EC50","pearson",NA,NA,NA,"NA","386"
"CTRP","GDSC","Cytarabine","EC50","spearman","0.123970055319123","0.003","0.00700000000000001","0.0199700053045421,0.220283470353759","386"
"CTRP","GDSC","Cytarabine","IC50","pearson",NA,NA,NA,"NA","386"
"CTRP","GDSC","Cytarabine","IC50","spearman","0.268305408753874","0.001","0.001","0.167178936477051,0.371497002740179","386"
"CTRP","GDSC","Cytarabine","AUC_EC50","pearson","0.245589036040946","0.001","0.001","0.139895704673515,0.355447531683804","386"
"CTRP","GDSC","Cytarabine","AUC_EC50","spearman","0.235796520626018","0.001","0.001","0.137544872816535,0.327774291208739","386"
"CTRP","GDSC","Cytarabine","AUC_IC50","pearson","0.290222796935779","0.001","0.001","0.186456777226369,0.383885197877125","386"
"CTRP","GDSC","Cytarabine","AUC_IC50","spearman","0.266073573773297","0.001","0.001","0.16840171956519,0.364358574673693","386"
"CTRP","GDSC","Cytarabine","AUC_EC50_adj","pearson","0.342406696446222","0.001","0.001","0.236242733031217,0.433683989370515","386"
"CTRP","GDSC","Cytarabine","AUC_EC50_adj","spearman","0.281205840791333","0.001","0.001","0.189663735899629,0.373399864472146","386"
"CTRP","GDSC","Cytarabine","AUC_IC50_adj","pearson","0.358582264279489","0.001","0.001","0.244702654817867,0.44858452991232","386"
"CTRP","GDSC","Cytarabine","AUC_IC50_adj","spearman","0.28816657912221","0.001","0.001","0.189982035506501,0.387535688942261","386"
"CTRP","GDSC","Doxorubicin","EC50","pearson",NA,NA,NA,"NA","392"
"CTRP","GDSC","Doxorubicin","EC50","spearman","0.209777032102066","0.001","0.001","0.109031770116475,0.306259671734048","392"
"CTRP","GDSC","Doxorubicin","IC50","pearson",NA,NA,NA,"NA","392"
"CTRP","GDSC","Doxorubicin","IC50","spearman","0.231309567407123","0.001","0.001","0.135947610932385,0.319659969202094","392"
"CTRP","GDSC","Doxorubicin","AUC_EC50","pearson","0.119531156784568","0.016","0.01","0.0305626213010935,0.211776949183261","392"
"CTRP","GDSC","Doxorubicin","AUC_EC50","spearman","0.218803950388652","0.001","0.001","0.127359350488232,0.308334898704642","392"
"CTRP","GDSC","Doxorubicin","AUC_IC50","pearson","0.139427916226256","0.003","0.003","0.0465978346434216,0.236957023536503","392"
"CTRP","GDSC","Doxorubicin","AUC_IC50","spearman","0.260760195216487","0.001","0.001","0.163231537279967,0.356614574135382","392"
"CTRP","GDSC","Doxorubicin","AUC_EC50_adj","pearson","0.310642368017248","0.001","0.001","0.209262046047745,0.403250203088713","392"
"CTRP","GDSC","Doxorubicin","AUC_EC50_adj","spearman","0.337995536747723","0.001","0.001","0.243302791025273,0.426207748653256","392"
"CTRP","GDSC","Doxorubicin","AUC_IC50_adj","pearson","0.303008846229565","0.001","0.001","0.205578353959697,0.397224791232064","392"
"CTRP","GDSC","Doxorubicin","AUC_IC50_adj","spearman","0.317658493865518","0.001","0.001","0.2167102479519,0.40354940648334","392"
"CTRP","GDSC","Etoposide","EC50","pearson",NA,NA,NA,"NA","382"
"CTRP","GDSC","Etoposide","EC50","spearman","0.220390181587033","0.001","0.001","0.119390015783759,0.322557098470903","382"
"CTRP","GDSC","Etoposide","IC50","pearson",NA,NA,NA,"NA","382"
"CTRP","GDSC","Etoposide","IC50","spearman","0.347817232269082","0.001","0.001","0.255662651939384,0.441399831744608","382"
"CTRP","GDSC","Etoposide","AUC_EC50","pearson","0.352716116042973","0.001","0.001","0.263669469035027,0.440076013416168","382"
"CTRP","GDSC","Etoposide","AUC_EC50","spearman","0.365763547460823","0.001","0.001","0.266146587149841,0.455253735219504","382"
"CTRP","GDSC","Etoposide","AUC_IC50","pearson","0.35292307234429","0.001","0.001","0.264100868206162,0.434867732290878","382"
"CTRP","GDSC","Etoposide","AUC_IC50","spearman","0.363297354019421","0.001","0.001","0.274474577981653,0.446297666484805","382"
"CTRP","GDSC","Etoposide","AUC_EC50_adj","pearson","0.335255902214352","0.001","0.001","0.247897324423594,0.423788326863698","382"
"CTRP","GDSC","Etoposide","AUC_EC50_adj","spearman","0.348720204692333","0.001","0.001","0.247994321356141,0.439629565193819","382"
"CTRP","GDSC","Etoposide","AUC_IC50_adj","pearson","0.336827183206124","0.001","0.001","0.237630982602879,0.423026003060177","382"
"CTRP","GDSC","Etoposide","AUC_IC50_adj","spearman","0.345289793336822","0.001","0.001","0.254155518844068,0.43215966371215","382"
"CTRP","GDSC","GDC-0941","EC50","pearson",NA,NA,NA,"NA","390"
"CTRP","GDSC","GDC-0941","EC50","spearman","0.243592275293457","0.001","0.001","0.148706154280439,0.337907209863959","390"
"CTRP","GDSC","GDC-0941","IC50","pearson",NA,NA,NA,"NA","390"
"CTRP","GDSC","GDC-0941","IC50","spearman","0.365170210003903","0.001","0.001","0.270099705328789,0.455172222622603","390"
"CTRP","GDSC","GDC-0941","AUC_EC50","pearson","0.25791774716028","0.001","0.001","0.162200082335565,0.348819979358783","390"
"CTRP","GDSC","GDC-0941","AUC_EC50","spearman","0.279055190268282","0.001","0.001","0.177389976497646,0.366823495174402","390"
"CTRP","GDSC","GDC-0941","AUC_IC50","pearson","0.301314032211145","0.001","0.001","0.205419856126242,0.388326551688187","390"
"CTRP","GDSC","GDC-0941","AUC_IC50","spearman","0.302952176391186","0.001","0.001","0.208623672258207,0.401701504978624","390"
"CTRP","GDSC","GDC-0941","AUC_EC50_adj","pearson","0.43148765822605","0.001","0.001","0.332195194851502,0.51580884160187","390"
"CTRP","GDSC","GDC-0941","AUC_EC50_adj","spearman","0.407016583834314","0.001","0.001","0.315281035440049,0.494198696888889","390"
"CTRP","GDSC","GDC-0941","AUC_IC50_adj","pearson","0.443340583384764","0.001","0.001","0.350410220683012,0.537454324022734","390"
"CTRP","GDSC","GDC-0941","AUC_IC50_adj","spearman","0.412062571000085","0.001","0.001","0.321937550919305,0.510267621511518","390"
"CTRP","GDSC","Gefitinib","EC50","pearson",NA,NA,NA,"NA","373"
"CTRP","GDSC","Gefitinib","EC50","spearman","0.170090084410635","0.001","0.001","0.0582830554176066,0.276993455134238","373"
"CTRP","GDSC","Gefitinib","IC50","pearson",NA,NA,NA,"NA","373"
"CTRP","GDSC","Gefitinib","IC50","spearman","0.171562882267669","0.001","0.001","0.0306892923023885,0.297028508488375","373"
"CTRP","GDSC","Gefitinib","AUC_EC50","pearson","0.119914856246149","0.00700000000000001","0.01","0.0180670709932162,0.211829454609198","373"
"CTRP","GDSC","Gefitinib","AUC_EC50","spearman","0.10014100849982","0.023","0.032","-0.00499907693533059,0.197553270211185","373"
"CTRP","GDSC","Gefitinib","AUC_IC50","pearson","0.14883461254405","0.002","0.001","0.0447794389813379,0.25499736778784","373"
"CTRP","GDSC","Gefitinib","AUC_IC50","spearman","0.129467677882754","0.004","0.00600000000000001","0.0246020160511115,0.230876803071455","373"
"CTRP","GDSC","Gefitinib","AUC_EC50_adj","pearson","0.433816596514714","0.001","0.001","0.335229023174166,0.529231592100399","373"
"CTRP","GDSC","Gefitinib","AUC_EC50_adj","spearman","0.322282336890338","0.001","0.001","0.225380494703209,0.413686587205892","373"
"CTRP","GDSC","Gefitinib","AUC_IC50_adj","pearson","0.468370995740369","0.001","0.001","0.347154656934241,0.569078682882161","373"
"CTRP","GDSC","Gefitinib","AUC_IC50_adj","spearman","0.298467363836142","0.001","0.001","0.193306998387034,0.40008734517914","373"
"CTRP","GDSC","Gemcitabine","EC50","pearson",NA,NA,NA,"NA","353"
"CTRP","GDSC","Gemcitabine","EC50","spearman","0.201242330480241","0.001","0.001","0.101004294487296,0.306200283162922","353"
"CTRP","GDSC","Gemcitabine","IC50","pearson",NA,NA,NA,"NA","353"
"CTRP","GDSC","Gemcitabine","IC50","spearman","0.277381796057462","0.001","0.001","0.16773120213268,0.363277634557063","353"
"CTRP","GDSC","Gemcitabine","AUC_EC50","pearson","0.384677589045063","0.001","0.001","0.290526515126034,0.473186164411602","353"
"CTRP","GDSC","Gemcitabine","AUC_EC50","spearman","0.411040410830347","0.001","0.001","0.311722958839614,0.507310999142306","353"
"CTRP","GDSC","Gemcitabine","AUC_IC50","pearson","0.386043382952713","0.001","0.001","0.289073656434538,0.475208151120173","353"
"CTRP","GDSC","Gemcitabine","AUC_IC50","spearman","0.417832293744571","0.001","0.001","0.328860987078539,0.504308571495835","353"
"CTRP","GDSC","Gemcitabine","AUC_EC50_adj","pearson","0.40043167405741","0.001","0.001","0.314512079749793,0.48669732349613","353"
"CTRP","GDSC","Gemcitabine","AUC_EC50_adj","spearman","0.426562220369538","0.001","0.001","0.336268518198648,0.51262842152033","353"
"CTRP","GDSC","Gemcitabine","AUC_IC50_adj","pearson","0.369033384177934","0.001","0.001","0.271689805313823,0.454561135736828","353"
"CTRP","GDSC","Gemcitabine","AUC_IC50_adj","spearman","0.39190713425104","0.001","0.001","0.294335143047879,0.477846635744166","353"
"CTRP","GDSC","KU-55933","EC50","pearson",NA,NA,NA,"NA","371"
"CTRP","GDSC","KU-55933","EC50","spearman","-0.0103181867610153","0.438","0.414","-0.117985074202908,0.101826307796817","371"
"CTRP","GDSC","KU-55933","IC50","pearson",NA,NA,NA,"NA","371"
"CTRP","GDSC","KU-55933","IC50","spearman","0.061583452597127","0.104","0.125","-0.0353462914790028,0.159467024931231","371"
"CTRP","GDSC","KU-55933","AUC_EC50","pearson","0.054366632011792","0.144","0.137","-0.0439389564495773,0.151480940282461","371"
"CTRP","GDSC","KU-55933","AUC_EC50","spearman","0.0642710269612278","0.097","0.099","-0.0342262584274614,0.166140601174871","371"
"CTRP","GDSC","KU-55933","AUC_IC50","pearson","0.184897739279983","0.001","0.001","0.0859070514033313,0.283960970407198","371"
"CTRP","GDSC","KU-55933","AUC_IC50","spearman","0.178335031873553","0.001","0.001","0.0762456256497382,0.275459444846638","371"
"CTRP","GDSC","KU-55933","AUC_EC50_adj","pearson","0.156163076102637","0.001","0.002","0.0458236287055235,0.261059426016639","371"
"CTRP","GDSC","KU-55933","AUC_EC50_adj","spearman","0.12865062262506","0.005","0.002","0.0237153839508265,0.228446600221519","371"
"CTRP","GDSC","KU-55933","AUC_IC50_adj","pearson","0.208715877202881","0.001","0.001","0.0850111647006163,0.326182228562787","371"
"CTRP","GDSC","KU-55933","AUC_IC50_adj","spearman","0.205559868742483","0.001","0.001","0.104561847550118,0.300704477126189","371"
"CTRP","GDSC","Methotrexate","EC50","pearson",NA,NA,NA,"NA","363"
"CTRP","GDSC","Methotrexate","EC50","spearman","0.149452794903715","0.002","0.001","0.0512625404392886,0.243619108990875","363"
"CTRP","GDSC","Methotrexate","IC50","pearson",NA,NA,NA,"NA","363"
"CTRP","GDSC","Methotrexate","IC50","spearman","0.259486245537219","0.001","0.001","0.160920864129747,0.357954822988837","363"
"CTRP","GDSC","Methotrexate","AUC_EC50","pearson","0.303234490047087","0.001","0.001","0.209763486025231,0.387657104297287","363"
"CTRP","GDSC","Methotrexate","AUC_EC50","spearman","0.289220322620624","0.001","0.001","0.193688933234047,0.390371530709517","363"
"CTRP","GDSC","Methotrexate","AUC_IC50","pearson","0.270647885506242","0.001","0.001","0.181344757772273,0.344983743297195","363"
"CTRP","GDSC","Methotrexate","AUC_IC50","spearman","0.253360903285564","0.001","0.001","0.153630813520288,0.352252982839639","363"
"CTRP","GDSC","Methotrexate","AUC_EC50_adj","pearson","0.310952314687942","0.001","0.001","0.217462208077389,0.399963452961288","363"
"CTRP","GDSC","Methotrexate","AUC_EC50_adj","spearman","0.263795537409745","0.001","0.001","0.164622056824506,0.353951059423422","363"
"CTRP","GDSC","Methotrexate","AUC_IC50_adj","pearson","0.343288311013991","0.001","0.001","0.234430947432011,0.437706481532282","363"
"CTRP","GDSC","Methotrexate","AUC_IC50_adj","spearman","0.301205171476256","0.001","0.001","0.199647303868019,0.390449177806995","363"
"CTRP","GDSC","Mitomycin","EC50","pearson",NA,NA,NA,"NA","387"
"CTRP","GDSC","Mitomycin","EC50","spearman","0.28575211401798","0.001","0.001","0.190362613280317,0.377748584562833","387"
"CTRP","GDSC","Mitomycin","IC50","pearson",NA,NA,NA,"NA","387"
"CTRP","GDSC","Mitomycin","IC50","spearman","0.277486540026999","0.001","0.001","0.172790801854072,0.372128422371718","387"
"CTRP","GDSC","Mitomycin","AUC_EC50","pearson","0.229858674455229","0.001","0.001","0.129880106621155,0.33504408591232","387"
"CTRP","GDSC","Mitomycin","AUC_EC50","spearman","0.400981528433227","0.001","0.001","0.313647238865792,0.488041065392652","387"
"CTRP","GDSC","Mitomycin","AUC_IC50","pearson","0.227747027006796","0.001","0.001","0.12726756705238,0.337251255594106","387"
"CTRP","GDSC","Mitomycin","AUC_IC50","spearman","0.405625817543537","0.001","0.001","0.313302939199243,0.490978648300605","387"
"CTRP","GDSC","Mitomycin","AUC_EC50_adj","pearson","0.438778582807544","0.001","0.001","0.338556097917775,0.530682974588145","387"
"CTRP","GDSC","Mitomycin","AUC_EC50_adj","spearman","0.501430015374684","0.001","0.001","0.414989276829538,0.579263935971215","387"
"CTRP","GDSC","Mitomycin","AUC_IC50_adj","pearson","0.43360540635951","0.001","0.001","0.332078984622411,0.527421100622892","387"
"CTRP","GDSC","Mitomycin","AUC_IC50_adj","spearman","0.499587579176724","0.001","0.001","0.416780341216261,0.575258520704006","387"
