"","DepMap_ID","Cell_line","CCLE_name","CCLE_histology","disease"
"268","ACH-000268","SNU245","SNU245_BILIARY_TRACT","biliary_tract","bile_duct"
"269","ACH-000269","AM38","AM38_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"270","ACH-000270","HPAC","HPAC_PANCREAS","pancreas","pancreas"
"271","ACH-000271","SUDHL10","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"272","ACH-000272","SLR24","SLR24_KIDNEY","kidney","kidney"
"273","ACH-000273","SF539","SF539_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"274","ACH-000274","HS852T","HS852T_SKIN","skin","skin"
"275","ACH-000275","HS834T","HS834T_FIBROBLAST","fibroblast","fibroblast"
"276","ACH-000276","HCC38","HCC38_BREAST","breast","breast"
"277","ACH-000277","HCC1419","HCC1419_BREAST","breast","breast"
"278","ACH-000278","COV362","COV362_OVARY","ovary","ovarian"
"279","ACH-000279","EWS502","EWS502_BONE","bone","bone"
"280","ACH-000280","SNU840","SNU840_OVARY","ovary","ovarian"
"281","ACH-000281","KP2","KP2_PANCREAS","pancreas","pancreas"
"282","ACH-000282","NCIH1755","NCIH1755_LUNG","lung","lung"
"283","ACH-000283","A1207","A1207_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"284","ACH-000284","HS840T","HS840T_FIBROBLAST","fibroblast","fibroblast"
"285","ACH-000285","TOLEDO","TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"286","ACH-000286","SNU1033","SNU1033_LARGE_INTESTINE","large_intestine","colorectal"
"287","ACH-000287","NUDUL1","NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"288","ACH-000288","BT549","BT549_BREAST","breast","breast"
"289","ACH-000289","SNU466","SNU466_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"290","ACH-000290","NCIH209","NCIH209_LUNG","lung","lung"
"291","ACH-000291","OV90","OV90_OVARY","ovary","ovarian"
"292","ACH-000292","NCIH841","NCIH841_LUNG","lung","lung"
"293","ACH-000293","KLE","KLE_ENDOMETRIUM","endometrium","uterus"
"294","ACH-000294","NB4","NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"295","ACH-000295","EM2","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"296","ACH-000296","OUMS23","OUMS23_LARGE_INTESTINE","large_intestine","colorectal"
"297","ACH-000297","NCIH889","NCIH889_LUNG","lung","lung"
"298","ACH-000298","NCIH2029","NCIH2029_LUNG","lung","lung"
"299","ACH-000299","HNT34","HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"300","ACH-000300","SLR25","SLR25_KIDNEY","kidney","kidney"
"301","ACH-000301","LAMA84","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"302","ACH-000302","SNU1077","SNU1077_ENDOMETRIUM","endometrium","uterus"
"303","ACH-000303","SNU5","SNU5_STOMACH","stomach","gastric"
"304","ACH-000304","WM115","WM115_SKIN","skin","skin"
"305","ACH-000305","ECGI10","ECGI10_OESOPHAGUS","oesophagus","esophagus"
"306","ACH-000306","HS688AT","HS688AT_FIBROBLAST","fibroblast","fibroblast"
"307","ACH-000307","PK1","PK1_PANCREAS","pancreas","pancreas"
"308","ACH-000308","EFO21","EFO21_OVARY","ovary","ovarian"
"309","ACH-000309","SKLU1","SKLU1_LUNG","lung","lung"
"310","ACH-000310","IMR32","IMR32_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"311","ACH-000311","NCIH2122","NCIH2122_LUNG","lung","lung"
"312","ACH-000312","SKNBE2","SKNBE2_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"313","ACH-000313","KMRC3","KMRC3_KIDNEY","kidney","kidney"
"314","ACH-000314","HCC2108","HCC2108_LUNG","lung","lung"
"315","ACH-000315","KARPAS422","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"316","ACH-000316","SNU886","SNU886_LIVER","liver","liver"
"317","ACH-000317","TUHR14TKB","TUHR14TKB_KIDNEY","kidney","kidney"
"318","ACH-000318","TE10","TE10_OESOPHAGUS","oesophagus","esophagus"
"319","ACH-000319","MPP89","MPP89_PLEURA","pleura","mesothelioma"
"320","ACH-000320","PSN1","PSN1_PANCREAS","pancreas","pancreas"
"321","ACH-000321","MOLM6","MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"322","ACH-000322","HT144","HT144_SKIN","skin","skin"
"323","ACH-000323","42MGBA","42MGBA_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"324","ACH-000324","JHOC5","JHOC5_OVARY","ovary","ovarian"
"325","ACH-000325","SNU620","SNU620_STOMACH","stomach","gastric"
"326","ACH-000326","JURLMK1","JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"327","ACH-000327","NCIH1395","NCIH1395_LUNG","lung","lung"
"328","ACH-000328","LN215","LN215_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"329","ACH-000329","CCFSTTG1","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"330","ACH-000330","EFM19","EFM19_BREAST","breast","breast"
"331","ACH-000331","ISTMES2","ISTMES2_PLEURA","pleura","mesothelioma"
"332","ACH-000332","YAPC","YAPC_PANCREAS","pancreas","pancreas"
"333","ACH-000333","JHOM2B","JHOM2B_OVARY","ovary","ovarian"
"334","ACH-000334","DB","DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"335","ACH-000335","MSTO211H","MSTO211H_PLEURA","pleura","mesothelioma"
"336","ACH-000336","OCIAML3","OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"337","ACH-000337","NCIH3122","NCIH3122_LUNG","lung","lung"
"338","ACH-000338","SR786","SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"339","ACH-000339","HCC461","HCC461_LUNG","lung","lung"
"340","ACH-000340","HS870T","HS870T_FIBROBLAST","fibroblast","fibroblast"
"341","ACH-000341","SKNFI","SKNFI_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"342","ACH-000342","CL14","CL14_LARGE_INTESTINE","large_intestine","colorectal"
"343","ACH-000343","NCIH522","NCIH522_LUNG","lung","lung"
"344","ACH-000344","SNU668","SNU668_STOMACH","stomach","gastric"
"345","ACH-000345","KPNRTBM1","KPNRTBM1_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"346","ACH-000346","JVM3","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"347","ACH-000347","QGP1","QGP1_PANCREAS","pancreas","pancreas"
"348","ACH-000348","RPMI7951","RPMI7951_SKIN","skin","skin"
"349","ACH-000349","HCC1500","HCC1500_BREAST","breast","breast"
"350","ACH-000350","COLO678","COLO678_LARGE_INTESTINE","large_intestine","colorectal"
"351","ACH-000351","MKN1","MKN1_STOMACH","stomach","gastric"
"352","ACH-000352","HCC1428","HCC1428_BREAST","breast","breast"
"353","ACH-000353","TE15","TE15_OESOPHAGUS","oesophagus","esophagus"
"354","ACH-000354","CAPAN1","CAPAN1_PANCREAS","pancreas","pancreas"
"355","ACH-000355","NCIH82","NCIH82_LUNG","lung","lung"
"356","ACH-000356","MKN45","MKN45_STOMACH","stomach","gastric"
"357","ACH-000357","JEKO1","JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"358","ACH-000358","NCIH69","NCIH69_LUNG","lung","lung"
"359","ACH-000359","MG63","MG63_BONE","bone","bone"
"360","ACH-000360","NCIH508","NCIH508_LARGE_INTESTINE","large_intestine","colorectal"
"361","ACH-000361","SKHEP1","SKHEP1_LIVER","liver","liver"
"362","ACH-000362","MOLM13","MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"363","ACH-000363","SKMM2","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"364","ACH-000364","U2OS","U2OS_BONE","bone","bone"
"365","ACH-000365","SUDHL4","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"366","ACH-000366","SKNDZ","SKNDZ_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"367","ACH-000367","NCIH226","NCIH226_LUNG","lung","lung"
"368","ACH-000368","SNU1105","SNU1105_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"369","ACH-000369","MOLM16","MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"370","ACH-000370","SNU626","SNU626_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"371","ACH-000371","RL","RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"372","ACH-000372","P12ICHIKAWA","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"373","ACH-000373","SKM1","SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"374","ACH-000374","HCC1143","HCC1143_BREAST","breast","breast"
"375","ACH-000375","G402","G402_SOFT_TISSUE","soft_tissue","rhabdoid"
"376","ACH-000376","SF295","SF295_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"377","ACH-000377","SNU478","SNU478_BILIARY_TRACT","biliary_tract","bile_duct"
"378","ACH-000378","NCIH647","NCIH647_LUNG","lung","lung"
"379","ACH-000379","NCIH1781","NCIH1781_LUNG","lung","lung"
"380","ACH-000380","KMS12BM","KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"381","ACH-000381","T84","T84_LARGE_INTESTINE","large_intestine","colorectal"
"382","ACH-000382","CORL24","CORL24_LUNG","lung","lung"
"383","ACH-000383","OE33","OE33_OESOPHAGUS","oesophagus","esophagus"
"384","ACH-000384","SW780","SW780_URINARY_TRACT","urinary_tract","urinary_tract"
"385","ACH-000385","SKRC20","SKRC20_KIDNEY","kidney","kidney"
"386","ACH-000386","KG1","KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"387","ACH-000387","TF1","TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"388","ACH-000388","NUDHL1","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"389","ACH-000389","H4","H4_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"390","ACH-000390","LUDLU1","LUDLU1_LUNG","lung","lung"
"391","ACH-000391","MHHES1","MHHES1_BONE","bone","bone"
"392","ACH-000392","CALU3","CALU3_LUNG","lung","lung"
"393","ACH-000393","HLF","HLF_LIVER","liver","liver"
"394","ACH-000394","NCIH2081","NCIH2081_LUNG","lung","lung"
"395","ACH-000395","NCIH520","NCIH520_LUNG","lung","lung"
"396","ACH-000396","J82","J82_URINARY_TRACT","urinary_tract","urinary_tract"
"397","ACH-000397","TEN","TEN_ENDOMETRIUM","endometrium","uterus"
"398","ACH-000398","RI1","RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"399","ACH-000399","NCIH2196","NCIH2196_LUNG","lung","lung"
"400","ACH-000400","SKCO1","SKCO1_LARGE_INTESTINE","large_intestine","colorectal"
"401","ACH-000401","COLO800","COLO800_SKIN","skin","skin"
"402","ACH-000402","BL70","BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"403","ACH-000403","NCIH747","NCIH747_LARGE_INTESTINE","large_intestine","colorectal"
"404","ACH-000404","K029AX","K029AX_SKIN","skin","skin"
"405","ACH-000405","MEC1","MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"406","ACH-000406","U937","U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"407","ACH-000407","SNU685","SNU685_ENDOMETRIUM","endometrium","uterus"
"408","ACH-000408","TE5","TE5_OESOPHAGUS","oesophagus","esophagus"
"409","ACH-000409","OVSAHO","OVSAHO_OVARY","ovary","ovarian"
"410","ACH-000410","SAOS2","SAOS2_BONE","bone","bone"
"411","ACH-000411","769P","769P_KIDNEY","kidney","kidney"
"412","ACH-000412","SNU1197","SNU1197_LARGE_INTESTINE","large_intestine","colorectal"
"413","ACH-000413","HS739T","HS739T_FIBROBLAST","fibroblast","fibroblast"
"414","ACH-000414","NCIH1944","NCIH1944_LUNG","lung","lung"
"415","ACH-000415","BICR6","BICR6_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"416","ACH-000416","NCIH838","NCIH838_LUNG","lung","lung"
"417","ACH-000417","PANC0813","PANC0813_PANCREAS","pancreas","pancreas"
"418","ACH-000418","SW1353","SW1353_BONE","bone","bone"
"419","ACH-000419","KMS28BM","KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"420","ACH-000420","SNU449","SNU449_LIVER","liver","liver"
"421","ACH-000421","SW837","SW837_LARGE_INTESTINE","large_intestine","colorectal"
"422","ACH-000422","SNU475","SNU475_LIVER","liver","liver"
"423","ACH-000423","SKMEL3","SKMEL3_SKIN","skin","skin"
"424","ACH-000424","TC71","TC71_BONE","bone","bone"
"425","ACH-000425","UACC62","UACC62_SKIN","skin","skin"
"426","ACH-000426","KMS20","KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"427","ACH-000427","NCIN87","NCIN87_STOMACH","stomach","gastric"
"428","ACH-000428","UO31","UO31_KIDNEY","kidney","kidney"
"429","ACH-000429","A704","A704_KIDNEY","kidney","kidney"
"430","ACH-000430","TYKNU","TYKNU_OVARY","ovary","ovarian"
"431","ACH-000431","NCIH1694","NCIH1694_LUNG","lung","lung"
"432","ACH-000432","BV173","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"433","ACH-000433","CAKI1","CAKI1_KIDNEY","kidney","kidney"
"434","ACH-000434","NCIH1915","NCIH1915_LUNG","lung","lung"
"435","ACH-000435","EFE184","EFE184_ENDOMETRIUM","endometrium","uterus"
"436","ACH-000436","OCIMY7","OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"437","ACH-000437","SW1088","SW1088_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"438","ACH-000438","LU65","LU65_LUNG","lung","lung"
"439","ACH-000439","ME1","ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"440","ACH-000440","CA46","CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"441","ACH-000441","SH4","SH4_SKIN","skin","skin"
"442","ACH-000442","RERFLCSQ1","RERFLCSQ1_LUNG","lung","lung"
"443","ACH-000443","OVKATE","OVKATE_OVARY","ovary","ovarian"
"444","ACH-000444","LU99","LU99_LUNG","lung","lung"
"445","ACH-000445","KNS60","KNS60_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"446","ACH-000446","KPNSI9S","KPNSI9S_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"447","ACH-000447","NCIH2228","NCIH2228_LUNG","lung","lung"
"448","ACH-000448","NCIH1666","NCIH1666_LUNG","lung","lung"
"449","ACH-000449","MESSA","MESSA_SOFT_TISSUE","soft_tissue","uterus"
"450","ACH-000450","MELHO","MELHO_SKIN","skin","skin"
"451","ACH-000451","NCIH2085","NCIH2085_LUNG","lung","lung"
"452","ACH-000452","TE8","TE8_OESOPHAGUS","oesophagus","esophagus"
"453","ACH-000453","MOLP2","MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"454","ACH-000454","HCC95","HCC95_LUNG","lung","lung"
"455","ACH-000455","LN428","LN428_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"456","ACH-000456","BCPAP","BCPAP_THYROID","thyroid","thyroid"
"457","ACH-000457","CAL54","CAL54_KIDNEY","kidney","kidney"
"458","ACH-000458","CJM","CJM_SKIN","skin","skin"
"459","ACH-000459","TUHR10TKB","TUHR10TKB_KIDNEY","kidney","kidney"
"460","ACH-000460","SNU8","SNU8_OVARY","ovary","ovarian"
"461","ACH-000461","SNU1196","SNU1196_BILIARY_TRACT","biliary_tract","bile_duct"
"462","ACH-000462","NALM1","NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"463","ACH-000463","NCIH460","NCIH460_LUNG","lung","lung"
"464","ACH-000464","CAS1","CAS1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"465","ACH-000465","SKMEL1","SKMEL1_SKIN","skin","skin"
"466","ACH-000466","SNU216","SNU216_STOMACH","stomach","gastric"
"467","ACH-000467","HCC56","HCC56_LARGE_INTESTINE","large_intestine","colorectal"
"468","ACH-000468","PK45H","PK45H_PANCREAS","pancreas","pancreas"
"469","ACH-000469","YH13","YH13_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"470","ACH-000470","SW1463","SW1463_LARGE_INTESTINE","large_intestine","colorectal"
"471","ACH-000471","LI7","LI7_LIVER","liver","liver"
"472","ACH-000472","HSC2","HSC2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"473","ACH-000473","RT112","RT112_URINARY_TRACT","urinary_tract","urinary_tract"
"475","ACH-000475","HUH1","HUH1_LIVER","liver","liver"
"476","ACH-000476","JHH4","JHH4_LIVER","liver","liver"
"477","ACH-000477","MALME3M","MALME3M_SKIN","skin","skin"
"478","ACH-000478","SNU387","SNU387_LIVER","liver","liver"
"479","ACH-000479","KNS81","KNS81_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"480","ACH-000480","HUH7","HUH7_LIVER","liver","liver"
"481","ACH-000481","NCIH2170","NCIH2170_LUNG","lung","lung"
"482","ACH-000482","RERFLCKJ","RERFLCKJ_LUNG","lung","lung"
"483","ACH-000483","SNU182","SNU182_LIVER","liver","liver"
"484","ACH-000484","VMRCRCW","VMRCRCW_KIDNEY","kidney","kidney"
"485","ACH-000485","GSU","GSU_STOMACH","stomach","gastric"
"486","ACH-000486","KU1919","KU1919_URINARY_TRACT","urinary_tract","urinary_tract"
"487","ACH-000487","F36P","F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"488","ACH-000488","TE11","TE11_OESOPHAGUS","oesophagus","esophagus"
"489","ACH-000489","SW1116","SW1116_LARGE_INTESTINE","large_intestine","colorectal"
"490","ACH-000490","SF767","SF767_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"491","ACH-000491","NCIH716","NCIH716_LARGE_INTESTINE","large_intestine","colorectal"
"492","ACH-000492","MUTZ5","MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"493","ACH-000493","SNU423","SNU423_LIVER","liver","liver"
"494","ACH-000494","OELE","OELE_OVARY","ovary","ovarian"
"495","ACH-000495","TUHR4TKB","TUHR4TKB_KIDNEY","kidney","kidney"
"496","ACH-000496","NCIH1792","NCIH1792_LUNG","lung","lung"
"497","ACH-000498","KO52","KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"498","ACH-000499","EW8","EW8_BONE","bone","bone"
"499","ACH-000500","SNU46","SNU46_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"500","ACH-000501","LS123","LS123_LARGE_INTESTINE","large_intestine","colorectal"
"501","ACH-000502","TCCPAN2","TCCPAN2_PANCREAS","pancreas","pancreas"
"502","ACH-000503","BICR16","BICR16_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"503","ACH-000504","SNB75","SNB75_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"504","ACH-000505","RKN","RKN_SOFT_TISSUE","soft_tissue","soft_tissue"
"505","ACH-000506","NCIH146","NCIH146_LUNG","lung","lung"
"506","ACH-000507","KE39","KE39_STOMACH","stomach","gastric"
"507","ACH-000508","CORL88","CORL88_LUNG","lung","lung"
"508","ACH-000509","HUT78","HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"509","ACH-000510","NCIH1299","NCIH1299_LUNG","lung","lung"
"510","ACH-000511","CALU1","CALU1_LUNG","lung","lung"
"511","ACH-000512","INA6","INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"512","ACH-000513","SNU1272","SNU1272_KIDNEY","kidney","kidney"
"513","ACH-000514","NCIH1092","NCIH1092_LUNG","lung","lung"
"514","ACH-000515","HCC33","HCC33_LUNG","lung","lung"
"515","ACH-000516","CAL78","CAL78_BONE","bone","bone"
"516","ACH-000517","SNU410","SNU410_PANCREAS","pancreas","pancreas"
"517","ACH-000518","CAL33","CAL33_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"518","ACH-000519","PEER","PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"519","ACH-000520","59M","59M_OVARY","ovary","ovarian"
"520","ACH-000521","NCIH2030","NCIH2030_LUNG","lung","lung"
"521","ACH-000522","UMUC3","UMUC3_URINARY_TRACT","urinary_tract","urinary_tract"
"522","ACH-000523","NCIH1184","NCIH1184_LUNG","lung","lung"
"523","ACH-000524","KURAMOCHI","KURAMOCHI_OVARY","ovary","ovarian"
"524","ACH-000525","NCIH2171","NCIH2171_LUNG","lung","lung"
"525","ACH-000526","HS821T","HS821T_FIBROBLAST","fibroblast","fibroblast"
"526","ACH-000527","OVISE","OVISE_OVARY","ovary","ovarian"
"527","ACH-000528","ABC1","ABC1_LUNG","lung","lung"
"528","ACH-000529","T173","T173_FIBROBLAST","fibroblast","fibroblast"
"529","ACH-000530","DMS114","DMS114_LUNG","lung","lung"
"530","ACH-000531","RS5","RS5_FIBROBLAST","fibroblast","fibroblast"
"531","ACH-000532","SNU61","SNU61_LARGE_INTESTINE","large_intestine","colorectal"
"532","ACH-000533","NCIH2004RT","NCIH2004RT_SOFT_TISSUE","soft_tissue","rhabdoid"
"533","ACH-000534","WSUDLCL2","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"534","ACH-000535","BXPC3","BXPC3_PANCREAS","pancreas","pancreas"
"535","ACH-000536","BT20","BT20_BREAST","breast","breast"
"536","ACH-000537","SNU761","SNU761_LIVER","liver","liver"
"537","ACH-000538","HUTU80","HUTU80_SMALL_INTESTINE","small_intestine","small_intestine"
"538","ACH-000539","HS618T","HS618T_FIBROBLAST","fibroblast","fibroblast"
"539","ACH-000540","HS606T","HS606T_FIBROBLAST","fibroblast","fibroblast"
"540","ACH-000541","KMS34","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"541","ACH-000542","HEYA8","HEYA8_OVARY","ovary","ovarian"
"542","ACH-000543","SNU489","SNU489_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"543","ACH-000544","OE21","OE21_OESOPHAGUS","oesophagus","esophagus"
"544","ACH-000545","VMCUB1","VMCUB1_URINARY_TRACT","urinary_tract","urinary_tract"
"545","ACH-000546","HSC4","HSC4_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"546","ACH-000547","HT1197","HT1197_URINARY_TRACT","urinary_tract","urinary_tract"
"547","ACH-000548","BHY","BHY_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"548","ACH-000549","SNU1076","SNU1076_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"549","ACH-000550","IGR39","IGR39_SKIN","skin","skin"
"550","ACH-000551","K562","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"551","ACH-000552","HT29","HT29_LARGE_INTESTINE","large_intestine","colorectal"
"552","ACH-000553","SQ1","SQ1_LUNG","lung","lung"
"553","ACH-000554","UACC893","UACC893_BREAST","breast","breast"
"554","ACH-000555","A498","A498_KIDNEY","kidney","kidney"
"555","ACH-000556","SIHA","SIHA_CERVIX","cervix","cervix"
"556","ACH-000557","AML193","AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"557","ACH-000558","A172","A172_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"558","ACH-000559","NCIH1836","NCIH1836_LUNG","lung","lung"
"559","ACH-000560","ECC10","ECC10_STOMACH","stomach","gastric"
"560","ACH-000561","TT","TT_OESOPHAGUS","oesophagus","esophagus"
