"","DepMap_ID","Cell_line","CCLE_name","CCLE_histology","disease"
"1508","ACH-002188","RCCER","RCCER_KIDNEY","kidney","kidney"
"1509","ACH-002189","RCCFG2","RCCFG2_KIDNEY","kidney","kidney"
"1510","ACH-002190","RCCJF","RCCJF_KIDNEY","kidney","kidney"
"1511","ACH-002191","RCCJW","RCCJW_KIDNEY","kidney","kidney"
"1512","ACH-002192","RCCMF","RCCMF_KIDNEY","kidney","kidney"
"1513","ACH-002193","RERFLCFM","RERFLCFM_LUNG","lung","lung"
"1514","ACH-002194","RH1","RH1_BONE","bone","bone"
"1515","ACH-002195","RXF393","RXF393_KIDNEY","kidney","kidney"
"1516","ACH-002196","SBC1","SBC1_LUNG","lung","lung"
"1517","ACH-002197","SBC3","SBC3_LUNG","lung","lung"
"1518","ACH-002198","SCH","SCH_STOMACH","stomach","stomach"
"1519","ACH-002199","SN12C","SN12C_KIDNEY","kidney","kidney"
"1520","ACH-002200","SW962","SW962_VULVA","vulva","vulva"
"1521","ACH-002201","TCYIK","TCYIK_CERVIX","cervix","cervix"
"1522","ACH-002202","TMK1","TMK1_STOMACH","stomach","stomach"
"1523","ACH-002203","U031","U031_KIDNEY","kidney","kidney"
"1524","ACH-002204","UCH2","UCH2_BONE","bone","bone"
"1525","ACH-002205","WM1552C","WM1552C_SKIN","skin","skin"
"1526","ACH-002206","WM278","WM278_SKIN","skin","skin"
"1527","ACH-002207","WM35","WM35_SKIN","skin","skin"
"1528","ACH-002208","YMB1E","YMB1E_BREAST","breast","breast"
"1529","ACH-002209","ALLPO","ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1530","ACH-002210","ARH77","ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1531","ACH-002211","BALL1","BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1532","ACH-002212","BB30HNC","BB30HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1533","ACH-002213","BB49HNC","BB49HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1534","ACH-002214","BC1","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1535","ACH-002215","BC3","BC3_PLEURA","pleura","pleura"
"1536","ACH-002216","BE13","BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1537","ACH-002217","BE2M17","BE2M17_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1538","ACH-002218","CESS","CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1539","ACH-002219","COLO320HSR","COLO320HSR_LARGE_INTESTINE","large_intestine","colorectal"
"1540","ACH-002220","CROAP2","CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1541","ACH-002221","CTB1","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1542","ACH-002222","CTV1","CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1543","ACH-002223","D245MG","D245MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1544","ACH-002224","D247MG","D247MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1545","ACH-002225","D263MG","D263MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1546","ACH-002226","D336MG","D336MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1547","ACH-002227","D392MG","D392MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1548","ACH-002228","D423MG","D423MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1549","ACH-002229","D502MG","D502MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1550","ACH-002230","D542MG","D542MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1551","ACH-002231","D566MG","D566MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1552","ACH-002232","DG75","DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1553","ACH-002233","DIFI","DIFI_LARGE_INTESTINE","large_intestine","colorectal"
"1554","ACH-002234","DOK","DOK_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1555","ACH-002235","DSH1","DSH1_URINARY_TRACT","urinary_tract","urinary_tract"
"1556","ACH-002236","EB3","EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1557","ACH-002237","ETK1","ETK1_BILIARY_TRACT","biliary_tract","biliary_tract"
"1558","ACH-002238","GRST","GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1559","ACH-002239","H3118","H3118_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1560","ACH-002240","H9","H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1561","ACH-002241","HAL01","HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1562","ACH-002242","HC1","HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1563","ACH-002243","HCE4","HCE4_OESOPHAGUS","oesophagus","oesophagus"
"1564","ACH-002244","HO1N1","HO1N1_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1565","ACH-002245","HS445","HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1566","ACH-002246","HS633T","HS633T_SOFT_TISSUE","soft_tissue","soft_tissue"
"1567","ACH-002247","IM9","IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1568","ACH-002248","IMR5","IMR5_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1569","ACH-002249","JHU011","JHU011_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1570","ACH-002250","JHU022","JHU022_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1571","ACH-002251","JHU029","JHU029_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1572","ACH-002252","JIYOYEP2003","JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1573","ACH-002253","JSC1","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1574","ACH-002254","KARPAS1106P","KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1575","ACH-002255","KARPAS231","KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1576","ACH-002256","KARPAS45","KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1577","ACH-002257","KINGS1","KINGS1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1578","ACH-002258","KMOE2","KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1579","ACH-002259","KNS81FD","KNS81FD_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1580","ACH-002260","KOSC2","KOSC2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1581","ACH-002261","KPNYS","KPNYS_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1582","ACH-002262","KY821","KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1583","ACH-002263","KYSE220","KYSE220_OESOPHAGUS","oesophagus","oesophagus"
"1584","ACH-002264","KYSE50","KYSE50_OESOPHAGUS","oesophagus","oesophagus"
"1585","ACH-002265","LB771HNC","LB771HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1586","ACH-002266","LB831BLC","LB831BLC_URINARY_TRACT","urinary_tract","urinary_tract"
"1587","ACH-002267","LC41","LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1588","ACH-002268","LN405","LN405_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1589","ACH-002269","LNZTA3WT4","LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1590","ACH-002270","MCCAR","MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1591","ACH-002271","MFHINO","MFHINO_SOFT_TISSUE","soft_tissue","soft_tissue"
"1592","ACH-002272","MHHPREB1","MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1593","ACH-002273","ML2","ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1594","ACH-002274","MLMA","MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1595","ACH-002275","MN60","MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1596","ACH-002276","MYM12","MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1597","ACH-002277","NBTU110","NBTU110_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1598","ACH-002278","NB10","NB10_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1599","ACH-002279","NB12","NB12_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1600","ACH-002280","NB13","NB13_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1601","ACH-002281","NB14","NB14_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1602","ACH-002282","NB17","NB17_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1603","ACH-002283","NB5","NB5_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1604","ACH-002284","NB6","NB6_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1605","ACH-002285","NB7","NB7_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1606","ACH-002286","NCIH128","NCIH128_LUNG","lung","lung"
"1607","ACH-002287","NCIH630","NCIH630_LARGE_INTESTINE","large_intestine","colorectal"
"1608","ACH-002288","NEC8","NEC8_TESTIS","testis","testis"
"1609","ACH-002289","NK92MI","NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1610","ACH-002290","NKM1","NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1611","ACH-002291","NTERA2CLD1","NTERA2CLD1_TESTIS","testis","testis"
"1612","ACH-002292","OACP4C","OACP4C_OESOPHAGUS","oesophagus","oesophagus"
"1613","ACH-002293","P32ISH","P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1614","ACH-002294","PCI15A","PCI15A_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1615","ACH-002295","PCI30","PCI30_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1616","ACH-002296","PCI38","PCI38_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1617","ACH-002297","PCI4B","PCI4B_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1618","ACH-002298","PCI6A","PCI6A_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1619","ACH-002299","QIMRWIL","QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1620","ACH-002300","RAMOS2G64C10","RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1621","ACH-002301","RF48","RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1622","ACH-002302","RPMI8866","RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1624","ACH-002304","SKMG1","SKMG1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1625","ACH-002305","SKN3","SKN3_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1626","ACH-002306","STS0421","STS0421_SOFT_TISSUE","soft_tissue","soft_tissue"
"1627","ACH-002307","SUDHL16","SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1628","ACH-002308","SUPB8","SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1629","ACH-002309","SW684","SW684_SOFT_TISSUE","soft_tissue","soft_tissue"
"1630","ACH-002310","SW872","SW872_SOFT_TISSUE","soft_tissue","soft_tissue"
"1631","ACH-002311","TE12","TE12_OESOPHAGUS","oesophagus","oesophagus"
"1632","ACH-002312","TGBC24TKB","TGBC24TKB_BILIARY_TRACT","biliary_tract","biliary_tract"
"1633","ACH-002313","TK","TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1634","ACH-002314","TUR","TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1635","ACH-002315","SCC90","SCC90_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1636","ACH-002316","WIL2NS","WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1637","ACH-002317","YT","YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1638","ACH-002319","184A1","184A1_BREAST","breast","breast"
"1639","ACH-002320","600MPE","600MPE_BREAST","breast","breast"
"1640","ACH-002321","HBL100","HBL100_BREAST","breast","breast"
"1641","ACH-002322","HCC2185","HCC2185_BREAST","breast","breast"
"1642","ACH-002323","HCC2688","HCC2688_BREAST","breast","breast"
"1643","ACH-002324","HCC3153","HCC3153_BREAST","breast","breast"
"1644","ACH-002325","LY2","LY2_BREAST","breast","breast"
"1645","ACH-002326","MACLS2","MACLS2_BREAST","breast","breast"
"1646","ACH-002327","MCF12A","MCF12A_BREAST","breast","breast"
"1647","ACH-002328","MX1","MX1_BREAST","breast","breast"
"1648","ACH-002329","SKBR5","SKBR5_BREAST","breast","breast"
"1649","ACH-002330","SKBR7","SKBR7_BREAST","breast","breast"
"1650","ACH-002331","ZR75B","ZR75B_BREAST","breast","breast"
"1651","ACH-002333","HCC827GR","HCC827GR_LUNG","lung","lung"
"1652","ACH-002334","SS1A","SS1A_SOFT_TISSUE","soft_tissue","soft_tissue"
"1653","ACH-002335","UCH1","UCH1_BONE","bone","bone"
"1654","ACH-002336","HCET","HCET_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1655","ACH-002337","JHU028","JHU028_LUNG","lung","lung"
"1656","ACH-002338","M980513","M980513_SKIN","skin","skin"
"1657","ACH-002339","MOT","MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1658","ACH-002340","NBSUSSR","NBSUSSR_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1660","ACH-002342","BB30PBL","BB30PBL_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1661","ACH-002343","BB49EBV","BB49EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1662","ACH-002344","BB65EBV","BB65EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1663","ACH-002345","CAR1","CAR1_LARGE_INTESTINE","large_intestine","colorectal"
"1664","ACH-002346","CP50EBV","CP50EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1665","ACH-002347","CP66EBV","CP66EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1666","ACH-002348","DIPG007","DIPG007_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1667","ACH-002349","GBM001","GBM001_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"1668","ACH-002350","HA7EBV","HA7EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1669","ACH-002351","L542","L542_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1670","ACH-002352","LB1047EBV","LB1047EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1671","ACH-002353","LB2241EBV","LB2241EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1672","ACH-002354","LB2518EBV","LB2518EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1673","ACH-002355","LB373EBV","LB373EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1674","ACH-002356","LB647PBL","LB647PBL_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1675","ACH-002357","LB771PBL","LB771PBL_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1676","ACH-002358","LB831EBV","LB831EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1677","ACH-002359","LB996EBV","LB996EBV_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1678","ACH-002360","MZ1B","MZ1B_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1679","ACH-002361","MZ7B","MZ7B_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1680","ACH-002362","NCIBL128","NCIBL128_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1681","ACH-002363","NCIBL1395","NCIBL1395_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1682","ACH-002364","NCIBL1437","NCIBL1437_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1683","ACH-002365","NCIBL1770","NCIBL1770_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1684","ACH-002366","NCIBL2009","NCIBL2009_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1685","ACH-002367","NCIBL2052","NCIBL2052_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1686","ACH-002368","NCIBL2087","NCIBL2087_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1687","ACH-002369","NCIBL209","NCIBL209_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1688","ACH-002370","NCIBL2122","NCIBL2122_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1689","ACH-002371","NCIBL2126","NCIBL2126_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1690","ACH-002372","NCIBL2171","NCIBL2171_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1691","ACH-002373","HCC1187","HCC1187_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1692","ACH-002374","HCC1599","HCC1599_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1693","ACH-002375","HCC1937","HCC1937_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1694","ACH-002376","LS1034","LS1034_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1695","ACH-002377","HCC38","HCC38_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1696","ACH-002378","HCC1143","HCC1143_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1697","ACH-002379","J82","J82_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1698","ACH-002380","COLO829","COLO829_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1699","ACH-002381","HCC2157","HCC2157_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1700","ACH-002382","HCC1395","HCC1395_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1701","ACH-002383","HCC2218","HCC2218_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1702","ACH-002384","HCC1954","HCC1954_MATCHED_NORMAL_TISSUE","matched_normal_tissue","matched_normal_tissue"
"1703","ACH-002386","M00921","M00921_SKIN","skin","skin"
"1704","ACH-002387","M1203273","M1203273_SKIN","skin","skin"
"1705","ACH-002388","MET2B","MET2B_SKIN","skin","skin"
"1706","ACH-002389","ACN","ACN_AUTONOMIC_GANGLIA","autonomic_ganglia","autonomic_ganglia"
"1707","ACH-002390","MC1010","MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1708","ACH-002391","UDSCC2","UDSCC2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"1709","ACH-002392","SC1","SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1710","ACH-002393","CROAP3","CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"1711","ACH-002394","GEO","GEO_LARGE_INTESTINE","large_intestine","colorectal"
"1712","ACH-002395","HUH6CLONE5","HUH6CLONE5_LIVER","liver","liver"
"1713","ACH-002396","SARC9371","SARC9371_BONE","bone","bone"
"1714","ACH-002397","KMH2","KMH2_THYROID","thyroid","thyroid"
