"","DepMap_ID","Cell_line","CCLE_histology","CCLE_name","disease","TCGA_classification","grouped_general_doid"
"1358","ACH-001741","RMS13","soft_tissue","RMS13_SOFT_TISSUE","rhabdomyosarcoma","SARC",NA
"1359","ACH-001743","RC2","soft_tissue","RC2_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1360","ACH-001745","RHJT","soft_tissue","RHJT_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1361","ACH-001750","TTC442","soft_tissue","TTC442_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1362","ACH-001751","RH36","soft_tissue","RH36_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1363","ACH-001765","RH4","soft_tissue","RH4_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1364","ACH-001767","CCLFPEDS0018T","soft_tissue","CCLFPEDS0018T_SOFT_TISSUE","fibroblast",NA,"DOID:162"
"1365","ACH-001790","RH18DM","soft_tissue","RH18DM_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1366","ACH-001791","LPS6","soft_tissue","LPS6_SOFT_TISSUE","soft_tissue",NA,NA
"1367","ACH-001793","LPS27","soft_tissue","LPS27_SOFT_TISSUE","soft_tissue",NA,NA
"1368","ACH-001794","93T449","soft_tissue","93T449_SOFT_TISSUE","soft_tissue",NA,NA
"1369","ACH-001796","95T1000","soft_tissue","95T1000_SOFT_TISSUE","soft_tissue",NA,NA
"1370","ACH-001814","OS252","bone","OS252_BONE","bone","SARC",NA
"1371","ACH-001818","C396","bone","C396_BONE","bone",NA,NA
"1372","ACH-001819","MFM223","breast","MFM223_BREAST","breast","BRCA","DOID:1612"
"1373","ACH-001820","COLO824","breast","COLO824_BREAST","breast","BRCA","DOID:1612"
"1374","ACH-001827","184B5","breast","184B5_BREAST","breast",NA,NA
"1375","ACH-001836","ICC108","biliary_tract","ICC108_BILIARY_TRACT","bile_duct",NA,NA
"1376","ACH-001838","ICC12","biliary_tract","ICC12_BILIARY_TRACT","bile_duct",NA,NA
"1377","ACH-001842","ICC2","biliary_tract","ICC2_BILIARY_TRACT","bile_duct","CHOL",NA
"1378","ACH-001843","ICC3","biliary_tract","ICC3_BILIARY_TRACT","bile_duct",NA,NA
"1379","ACH-001848","ICC8","biliary_tract","ICC8_BILIARY_TRACT","bile_duct",NA,NA
"1380","ACH-001849","ICC9","biliary_tract","ICC9_BILIARY_TRACT","bile_duct",NA,NA
"1381","ACH-001853","KMCH1","biliary_tract","KMCH1_BILIARY_TRACT","bile_duct",NA,NA
"1382","ACH-001856","RBE","biliary_tract","RBE_BILIARY_TRACT","bile_duct",NA,NA
"1383","ACH-001857","SG231","biliary_tract","SG231_BILIARY_TRACT","bile_duct",NA,NA
"1384","ACH-001861","TGBC1TKB","biliary_tract","TGBC1TKB_BILIARY_TRACT","bile_duct",NA,"DOID:4607"
"1385","ACH-001955","JHC7","bone","JHC7_BONE","bone",NA,"DOID:184"
"1386","ACH-001956","MUGCHOR1","bone","MUGCHOR1_BONE","bone","SARC","DOID:184"
"1387","ACH-001957","UMCHOR1","bone","UMCHOR1_BONE","bone","SARC","DOID:184"
"1388","ACH-001958","MS1","lung","MS1_LUNG","lung","SCLC",NA
"1389","ACH-001959","CCLP1","biliary_tract","CCLP1_BILIARY_TRACT","bile_duct",NA,NA
"1390","ACH-001960","CCSW1","biliary_tract","CCSW1_BILIARY_TRACT","bile_duct",NA,NA
"1391","ACH-002001","A375SKINCJ1","skin_cj1_resistant","A375_SKIN_CJ1_RESISTANT","skin",NA,NA
"1392","ACH-002002","A375SKINCJ2","skin_cj2_resistant","A375_SKIN_CJ2_RESISTANT","skin",NA,NA
"1393","ACH-002003","A375SKINCJ3","skin_cj3_resistant","A375_SKIN_CJ3_RESISTANT","skin",NA,NA
"1394","ACH-002004","UACC62SKINCJ1","skin_cj1_resistant","UACC62_SKIN_CJ1_RESISTANT","skin",NA,NA
"1395","ACH-002005","SKMEL19","skin","SKMEL19_SKIN","skin",NA,NA
"1396","ACH-002015","MEL285","uvea","MEL285_UVEA","eye","UVM","DOID:162"
"1397","ACH-002017","OMM1","uvea","OMM1_UVEA","eye","UVM","DOID:162"
"1398","ACH-002020","SKGIIIA","cervix","SKGIIIA_CERVIX","cervix","CESC","DOID:4362"
"1399","ACH-002029","SAS","upper_aerodigestive_tract","SAS_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1400","ACH-002040","HMVII","skin","HMVII_SKIN","skin","SKCM","DOID:4159"
"1401","ACH-002043","CA922","upper_aerodigestive_tract","CA922_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1402","ACH-002045","HO1U1","upper_aerodigestive_tract","HO1U1_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1403","ACH-002051","LU134A","lung","LU134A_LUNG","lung","SCLC","DOID:1324"
"1404","ACH-002052","LU139","lung","LU139_LUNG","lung","SCLC","DOID:1324"
"1405","ACH-002058","ATN1","haematopoietic_and_lymphoid_tissue","ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1406","ACH-002059","P30OHK","haematopoietic_and_lymphoid_tissue","P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1407","ACH-002062","SLVL","haematopoietic_and_lymphoid_tissue","SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1408","ACH-002067","NOS1","bone","NOS1_BONE","bone","SARC","DOID:184"
"1409","ACH-002077","LU165","lung","LU165_LUNG","lung","SCLC","DOID:1324"
"1410","ACH-002083","NB69","autonomic_ganglia","NB69_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1411","ACH-002085","HSSYII","lung","HSSYII_LUNG","soft_tissue","SARC","DOID:162"
"1412","ACH-002089","201T","lung","201T_LUNG","lung","LUAD","DOID:1324"
"1413","ACH-002090","BB65RCC","kidney","BB65RCC_KIDNEY","kidney","KIRC","DOID:263"
"1414","ACH-002091","CAL39","vulva","CAL39_VULVA","vulva","CESC","DOID:119"
"1415","ACH-002092","CHSA0011","bone","CHSA0011_BONE","bone","SARC","DOID:162"
"1416","ACH-002093","CHSA0108","bone","CHSA0108_BONE","bone","SARC","DOID:162"
"1417","ACH-002094","CHSA8926","bone","CHSA8926_BONE","bone","SARC","DOID:162"
"1418","ACH-002095","CORL303","lung","CORL303_LUNG","lung","SCLC","DOID:1324"
"1419","ACH-002096","CP50MELB","skin","CP50MELB_SKIN","skin","SKCM","DOID:4159"
"1420","ACH-002097","CP66MEL","skin","CP66MEL_SKIN","skin","SKCM","DOID:4159"
"1421","ACH-002098","CP67MEL","skin","CP67MEL_SKIN","skin","SKCM","DOID:4159"
"1422","ACH-002099","CS1","bone","CS1_BONE","bone","SARC","DOID:162"
"1423","ACH-002100","DJM1","skin","DJM1_SKIN","skin",NA,"DOID:4159"
"1424","ACH-002101","EMCBAC1","lung","EMCBAC1_LUNG","lung","LUAD","DOID:1324"
"1425","ACH-002102","EMCBAC2","lung","EMCBAC2_LUNG","lung","LUAD","DOID:1324"
"1426","ACH-002103","ES1","bone","ES1_BONE","bone","SARC","DOID:184"
"1427","ACH-002104","ES3","bone","ES3_BONE","bone","SARC","DOID:184"
"1428","ACH-002105","ES4","bone","ES4_BONE","bone","SARC","DOID:184"
"1429","ACH-002106","ES5","bone","ES5_BONE","bone","SARC","DOID:184"
"1430","ACH-002107","ES6","bone","ES6_BONE","bone","SARC","DOID:184"
"1431","ACH-002108","ES7","bone","ES7_BONE","bone","SARC","DOID:184"
"1432","ACH-002109","ES8","bone","ES8_BONE","bone","SARC","DOID:184"
"1433","ACH-002110","EW1","bone","EW1_BONE","bone","SARC","DOID:184"
"1434","ACH-002111","EW11","bone","EW11_BONE","bone","SARC","DOID:184"
"1435","ACH-002112","EW12","bone","EW12_BONE","bone","SARC","DOID:184"
"1436","ACH-002113","EW13","bone","EW13_BONE","bone","SARC","DOID:184"
"1437","ACH-002114","EW16","bone","EW16_BONE","bone","SARC","DOID:184"
"1438","ACH-002115","EW18","bone","EW18_BONE","bone","SARC","DOID:184"
"1439","ACH-002116","EW22","bone","EW22_BONE","bone","SARC","DOID:184"
"1440","ACH-002117","EW24","bone","EW24_BONE","bone","SARC","DOID:184"
"1441","ACH-002118","EW3","bone","EW3_BONE","bone","SARC","DOID:184"
"1442","ACH-002119","EW7","bone","EW7_BONE","bone","SARC","DOID:184"
"1443","ACH-002120","GAK","skin","GAK_SKIN","skin","SKCM","DOID:119"
"1444","ACH-002121","GMEL","skin","GMEL_SKIN","skin","SKCM","DOID:4159"
"1445","ACH-002122","GT3TKB","stomach","GT3TKB_STOMACH","lung","LUSC","DOID:10534"
"1446","ACH-002123","H2369","pleura","H2369_PLEURA","pleura","MESO","DOID:162"
"1447","ACH-002124","NCIH2373","pleura","NCIH2373_PLEURA","pleura","MESO","DOID:1790"
"1448","ACH-002124","H2373","pleura","NCIH2373_PLEURA","pleura",NA,"DOID:1790"
"1449","ACH-002125","H2461","pleura","NCIH2461_PLEURA","pleura",NA,"DOID:1790"
"1450","ACH-002125","NCIH2461","pleura","NCIH2461_PLEURA","pleura","MESO","DOID:1790"
"1451","ACH-002126","NCIH2591","pleura","NCIH2591_PLEURA","pleura","MESO","DOID:1790"
"1452","ACH-002126","H2591","pleura","NCIH2591_PLEURA","pleura",NA,"DOID:1790"
"1453","ACH-002127","H2595","pleura","NCIH2595_PLEURA","pleura",NA,"DOID:1790"
"1454","ACH-002127","NCIH2595","pleura","NCIH2595_PLEURA","pleura","MESO","DOID:1790"
"1455","ACH-002128","NCIH2722","pleura","NCIH2722_PLEURA","pleura","MESO","DOID:162"
"1456","ACH-002128","H2722","pleura","NCIH2722_PLEURA","pleura",NA,"DOID:162"
"1457","ACH-002129","NCIH2731","pleura","NCIH2731_PLEURA","pleura","MESO","DOID:1790"
"1458","ACH-002129","H2731","pleura","NCIH2731_PLEURA","pleura",NA,"DOID:1790"
"1459","ACH-002130","H2795","pleura","NCIH2795_PLEURA","pleura",NA,"DOID:1790"
"1460","ACH-002130","NCIH2795","pleura","NCIH2795_PLEURA","pleura","MESO","DOID:1790"
"1461","ACH-002131","H2803","pleura","NCIH2803_PLEURA","pleura",NA,"DOID:162"
"1462","ACH-002131","NCIH2803","pleura","NCIH2803_PLEURA","pleura","MESO","DOID:162"
"1463","ACH-002132","H2804","pleura","NCIH2804_PLEURA","pleura",NA,"DOID:162"
"1464","ACH-002132","NCIH2804","pleura","NCIH2804_PLEURA","pleura","MESO","DOID:162"
"1465","ACH-002133","H2810","pleura","NCIH2810_PLEURA","pleura",NA,"DOID:1790"
"1466","ACH-002133","NCIH2810","pleura","NCIH2810_PLEURA","pleura","MESO","DOID:1790"
"1467","ACH-002134","H2818","pleura","NCIH2818_PLEURA","pleura",NA,"DOID:1790"
"1468","ACH-002134","NCIH2818","pleura","NCIH2818_PLEURA","pleura","MESO","DOID:1790"
"1469","ACH-002135","H2869","pleura","NCIH2869_PLEURA","pleura",NA,"DOID:1790"
"1470","ACH-002135","NCIH2869","pleura","NCIH2869_PLEURA","pleura","MESO","DOID:1790"
"1471","ACH-002136","H290","pleura","H290_PLEURA","pleura","MESO","DOID:162"
"1472","ACH-002138","H513","lung","H513_LUNG","lung","MESO","DOID:1324"
"1473","ACH-002139","HA7RCC","kidney","HA7RCC_KIDNEY","kidney","KIRC","DOID:263"
"1474","ACH-002140","HEY","ovary","HEY_OVARY","ovary","OV","DOID:2394"
"1475","ACH-002141","HSC39","stomach","HSC39_STOMACH","gastric","STAD","DOID:10534"
"1476","ACH-002142","HUO3N1","bone","HUO3N1_BONE","bone","SARC","DOID:184"
"1477","ACH-002143","ISTMEL1","skin","ISTMEL1_SKIN","skin","SKCM","DOID:4159"
"1478","ACH-002144","ISTSL1","lung","ISTSL1_LUNG","lung","SCLC","DOID:1324"
"1479","ACH-002145","ISTSL2","lung","ISTSL2_LUNG","lung","SCLC","DOID:1324"
"1480","ACH-002146","JHOS3","ovary","JHOS3_OVARY","ovary","OV","DOID:2394"
"1481","ACH-002147","K2","skin","K2_SKIN","skin","SKCM","DOID:4159"
"1482","ACH-002148","K5","thyroid","K5_THYROID","thyroid","THCA","DOID:1781"
"1483","ACH-002149","KGN","ovary","KGN_OVARY","ovary","OV","DOID:2394"
"1484","ACH-002150","LB1047RCC","kidney","LB1047RCC_KIDNEY","kidney","KIRC","DOID:263"
"1485","ACH-002151","LB2241RCC","kidney","LB2241RCC_KIDNEY","kidney","KIRC","DOID:263"
"1486","ACH-002152","LB2518MEL","skin","LB2518MEL_SKIN","skin","SKCM","DOID:4159"
"1487","ACH-002153","LB373MELD","skin","LB373MELD_SKIN","skin","SKCM","DOID:4159"
"1488","ACH-002154","LB647SCLC","lung","LB647SCLC_LUNG","lung","SCLC","DOID:1324"
"1489","ACH-002155","LB996RCC","kidney","LB996RCC_KIDNEY","kidney","KIRC","DOID:263"
"1490","ACH-002156","LC1SQ","lung","LC1SQ_LUNG","lung","LUSC","DOID:1324"
"1491","ACH-002157","LC2AD","lung","LC2AD_LUNG","lung","LUAD","DOID:1324"
"1492","ACH-002158","LU99A","lung","LU99A_LUNG","lung",NA,"DOID:1324"
"1493","ACH-002159","M14","skin","M14_SKIN","skin","SKCM","DOID:4159"
"1494","ACH-002160","MCIXC","bone","MCIXC_BONE","bone","NB","DOID:184"
"1495","ACH-002161","MKN28","stomach","MKN28_STOMACH","gastric","STAD","DOID:10534"
"1496","ACH-002162","MMACSF","skin","MMACSF_SKIN","skin","SKCM","DOID:4159"
"1497","ACH-002163","MRKNU1","breast","MRKNU1_BREAST","breast","BRCA","DOID:1612"
"1498","ACH-002164","MZ1PC","pancreas","MZ1PC_PANCREAS","pancreas","PAAD","DOID:1793"
"1499","ACH-002165","MZ2MEL","skin","MZ2MEL_SKIN","skin","SKCM","DOID:4159"
"1500","ACH-002166","MZ7MEL","skin","MZ7MEL_SKIN","skin","SKCM","DOID:4159"
"1501","ACH-002167","NCC010","kidney","NCC010_KIDNEY","kidney","KIRC","DOID:263"
"1502","ACH-002168","NCC021","kidney","NCC021_KIDNEY","kidney","KIRC","DOID:263"
"1503","ACH-002169","NCIH1304","lung","NCIH1304_LUNG","lung","SCLC","DOID:1324"
"1504","ACH-002170","NCIH1688","lung","NCIH1688_LUNG","lung","SCLC","DOID:1324"
"1505","ACH-002171","NCIH250","lung","NCIH250_LUNG","lung","SCLC","DOID:1324"
"1506","ACH-002172","NCIH322M","lung","NCIH322M_LUNG","lung","LUAD","DOID:1324"
"1507","ACH-002173","NCIH378","lung","NCIH378_LUNG","lung","SCLC","DOID:1324"
"1508","ACH-002174","NCIH720","lung","NCIH720_LUNG","lung",NA,"DOID:1324"
"1509","ACH-002175","NCIH740","lung","NCIH740_LUNG","lung","SCLC","DOID:1324"
"1510","ACH-002176","NCIH748","lung","NCIH748_LUNG","lung","SCLC","DOID:1324"
"1511","ACH-002177","NCIH835","lung","NCIH835_LUNG","lung",NA,"DOID:1324"
"1512","ACH-002178","NY","bone","NY_BONE","bone","SARC","DOID:184"
"1513","ACH-002179","OCUBM","breast","OCUBM_BREAST","breast","BRCA","DOID:1612"
"1514","ACH-002180","OMC1","cervix","OMC1_CERVIX","cervix","CESC","DOID:119"
"1515","ACH-002181","OVCA420","ovary","OVCA420_OVARY","ovary","OV","DOID:2394"
"1516","ACH-002182","OVCA433","ovary","OVCA433_OVARY","ovary","OV","DOID:2394"
"1517","ACH-002183","OVMIU","ovary","OVMIU_OVARY","ovary","OV","DOID:2394"
"1518","ACH-002184","PC3JPC3","lung","PC3JPC3_LUNG","lung","LUAD","DOID:1324"
"1519","ACH-002185","PL18","pancreas","PL18_PANCREAS","pancreas","PAAD","DOID:1793"
"1520","ACH-002186","PL4","pancreas","PL4_PANCREAS","pancreas","PAAD","DOID:1793"
"1521","ACH-002187","RCCAB","kidney","RCCAB_KIDNEY","kidney","KIRC","DOID:263"
"1522","ACH-002188","RCCER","kidney","RCCER_KIDNEY","kidney","KIRC","DOID:263"
"1523","ACH-002189","RCCFG2","kidney","RCCFG2_KIDNEY","kidney","KIRC","DOID:263"
"1524","ACH-002190","RCCJF","kidney","RCCJF_KIDNEY","kidney","KIRC","DOID:263"
"1525","ACH-002191","RCCJW","kidney","RCCJW_KIDNEY","kidney","KIRC","DOID:263"
"1526","ACH-002192","RCCMF","kidney","RCCMF_KIDNEY","kidney","KIRC","DOID:263"
"1527","ACH-002193","RERFLCFM","lung","RERFLCFM_LUNG","lung","SCLC","DOID:1324"
"1528","ACH-002194","RH1","bone","RH1_BONE","bone","SARC","DOID:184"
"1529","ACH-002195","RXF393","kidney","RXF393_KIDNEY","kidney","KIRC","DOID:263"
"1530","ACH-002196","SBC1","lung","SBC1_LUNG","lung","SCLC","DOID:1324"
"1531","ACH-002197","SBC3","lung","SBC3_LUNG","lung","SCLC","DOID:1324"
"1532","ACH-002198","SCH","stomach","SCH_STOMACH","gastric","STAD","DOID:162"
"1533","ACH-002199","SN12C","kidney","SN12C_KIDNEY","kidney","KIRC","DOID:263"
"1534","ACH-002200","SW962","vulva","SW962_VULVA","vulva","CESC","DOID:119"
"1535","ACH-002201","TCYIK","cervix","TCYIK_CERVIX","cervix","CESC","DOID:4362"
"1536","ACH-002202","TMK1","stomach","TMK1_STOMACH","gastric","STAD","DOID:10534"
"1537","ACH-002203","U031","kidney","U031_KIDNEY","kidney","KIRC","DOID:263"
"1538","ACH-002204","UCH2","bone","UCH2_BONE","bone",NA,"DOID:184"
"1539","ACH-002205","WM1552C","skin","WM1552C_SKIN","skin","SKCM","DOID:4159"
"1540","ACH-002206","WM278","skin","WM278_SKIN","skin","SKCM","DOID:4159"
"1541","ACH-002207","WM35","skin","WM35_SKIN","skin","SKCM","DOID:4159"
"1542","ACH-002208","YMB1E","breast","YMB1E_BREAST","breast","BRCA","DOID:1612"
"1543","ACH-002209","ALLPO","haematopoietic_and_lymphoid_tissue","ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1544","ACH-002210","ARH77","haematopoietic_and_lymphoid_tissue","ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM",NA
"1545","ACH-002211","BALL1","haematopoietic_and_lymphoid_tissue","BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1546","ACH-002212","BB30HNC","upper_aerodigestive_tract","BB30HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1547","ACH-002213","BB49HNC","upper_aerodigestive_tract","BB49HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1548","ACH-002214","BC1","haematopoietic_and_lymphoid_tissue","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1549","ACH-002215","BC3","pleura","BC3_PLEURA","pleura",NA,"DOID:0060058"
"1550","ACH-002215","BC3","haematopoietic_and_lymphoid_tissue","BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1551","ACH-002216","BE13","haematopoietic_and_lymphoid_tissue","BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1552","ACH-002217","BE2M17","autonomic_ganglia","BE2M17_AUTONOMIC_GANGLIA","autonomic_ganglia","NB","DOID:1192"
"1553","ACH-002218","CESS","haematopoietic_and_lymphoid_tissue","CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1554","ACH-002219","COLO320HSR","large_intestine","COLO320HSR_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1555","ACH-002220","CROAP2","haematopoietic_and_lymphoid_tissue","CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1556","ACH-002221","CTB1","haematopoietic_and_lymphoid_tissue","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1557","ACH-002222","CTV1","haematopoietic_and_lymphoid_tissue","CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1558","ACH-002223","D245MG","central_nervous_system","D245MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1559","ACH-002224","D247MG","central_nervous_system","D247MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1560","ACH-002225","D263MG","central_nervous_system","D263MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1561","ACH-002226","D336MG","central_nervous_system","D336MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1562","ACH-002227","D392MG","central_nervous_system","D392MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1563","ACH-002228","D423MG","central_nervous_system","D423MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1564","ACH-002229","D502MG","central_nervous_system","D502MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1565","ACH-002230","D542MG","central_nervous_system","D542MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1566","ACH-002231","D566MG","central_nervous_system","D566MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1567","ACH-002232","DG75","haematopoietic_and_lymphoid_tissue","DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1568","ACH-002233","DIFI","large_intestine","DIFI_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1569","ACH-002234","DOK","upper_aerodigestive_tract","DOK_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1570","ACH-002235","DSH1","urinary_tract","DSH1_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1571","ACH-002236","EB3","haematopoietic_and_lymphoid_tissue","EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1572","ACH-002237","ETK1","biliary_tract","ETK1_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"1573","ACH-002238","GRST","haematopoietic_and_lymphoid_tissue","GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1574","ACH-002239","H3118","upper_aerodigestive_tract","H3118_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"1575","ACH-002240","H9","haematopoietic_and_lymphoid_tissue","H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1576","ACH-002241","HAL01","haematopoietic_and_lymphoid_tissue","HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1577","ACH-002242","HC1","haematopoietic_and_lymphoid_tissue","HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:1240"
"1578","ACH-002243","HCE4","oesophagus","HCE4_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1579","ACH-002244","HO1N1","upper_aerodigestive_tract","HO1N1_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1580","ACH-002245","HS445","haematopoietic_and_lymphoid_tissue","HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1581","ACH-002246","HS633T","soft_tissue","HS633T_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1582","ACH-002247","IM9","haematopoietic_and_lymphoid_tissue","IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM",NA
"1583","ACH-002248","IMR5","autonomic_ganglia","IMR5_AUTONOMIC_GANGLIA","autonomic_ganglia","NB","DOID:1192"
"1584","ACH-002249","JHU011","upper_aerodigestive_tract","JHU011_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"1585","ACH-002250","JHU022","upper_aerodigestive_tract","JHU022_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1586","ACH-002251","JHU029","upper_aerodigestive_tract","JHU029_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"1587","ACH-002252","JIYOYEP2003","haematopoietic_and_lymphoid_tissue","JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1588","ACH-002253","JSC1","haematopoietic_and_lymphoid_tissue","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1589","ACH-002254","KARPAS1106P","haematopoietic_and_lymphoid_tissue","KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1590","ACH-002255","KARPAS231","haematopoietic_and_lymphoid_tissue","KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1591","ACH-002256","KARPAS45","haematopoietic_and_lymphoid_tissue","KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1592","ACH-002257","KINGS1","central_nervous_system","KINGS1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1593","ACH-002258","KMOE2","haematopoietic_and_lymphoid_tissue","KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:0060058"
"1594","ACH-002259","KNS81FD","central_nervous_system","KNS81FD_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1595","ACH-002260","KOSC2","upper_aerodigestive_tract","KOSC2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1596","ACH-002261","KPNYS","autonomic_ganglia","KPNYS_AUTONOMIC_GANGLIA","autonomic_ganglia","NB","DOID:1192"
"1597","ACH-002262","KY821","haematopoietic_and_lymphoid_tissue","KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1598","ACH-002263","KYSE220","oesophagus","KYSE220_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1599","ACH-002264","KYSE50","oesophagus","KYSE50_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1600","ACH-002265","LB771HNC","upper_aerodigestive_tract","LB771HNC_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1601","ACH-002266","LB831BLC","urinary_tract","LB831BLC_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
