"","DepMap_ID","Cell_line","CCLE_histology","CCLE_name","disease","TCGA_classification","grouped_general_doid"
"642","ACH-000643","HDQP1","breast","HDQP1_BREAST","breast","BRCA","DOID:1612"
"643","ACH-000644","COLO829","skin","COLO829_SKIN","skin","SKCM","DOID:4159"
"644","ACH-000645","JL1","pleura","JL1_PLEURA","mesothelioma","MESO","DOID:1790"
"645","ACH-000646","OVMANA","ovary","OVMANA_OVARY","ovary","OV","DOID:2394"
"646","ACH-000647","TE1","oesophagus","TE1_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"647","ACH-000648","NCIH28","pleura","NCIH28_PLEURA","mesothelioma","MESO","DOID:1324"
"648","ACH-000649","786O","kidney","786O_KIDNEY","kidney","KIRC","DOID:263"
"649","ACH-000650","IGR37","skin","IGR37_SKIN","skin","SKCM","DOID:4159"
"650","ACH-000651","SW620","large_intestine","SW620_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"651","ACH-000652","SUIT2","pancreas","SUIT2_PANCREAS","pancreas","PAAD","DOID:1793"
"652","ACH-000653","JJN3","haematopoietic_and_lymphoid_tissue","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"653","ACH-000654","RAJI","haematopoietic_and_lymphoid_tissue","RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"654","ACH-000655","SF268","central_nervous_system","SF268_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"655","ACH-000656","SUDHL8","haematopoietic_and_lymphoid_tissue","SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"656","ACH-000657","A2780","ovary","A2780_OVARY","ovary","OV","DOID:2394"
"657","ACH-000658","KMS18","haematopoietic_and_lymphoid_tissue","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"658","ACH-000659","SCLC21H","lung","SCLC21H_LUNG","lung","SCLC","DOID:1324"
"659","ACH-000660","SUDHL5","haematopoietic_and_lymphoid_tissue","SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"660","ACH-000661","WM1799","skin","WM1799_SKIN","skin","SKCM","DOID:4159"
"661","ACH-000662","CORL23","lung","CORL23_LUNG","lung",NA,"DOID:1324"
"662","ACH-000663","OVTOKO","ovary","OVTOKO_OVARY","ovary","OV","DOID:2394"
"663","ACH-000664","SUDHL1","haematopoietic_and_lymphoid_tissue","SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:1240"
"664","ACH-000665","SKMES1","lung","SKMES1_LUNG","lung","LUSC","DOID:1324"
"665","ACH-000666","NCIH1355","lung","NCIH1355_LUNG","lung","LUAD","DOID:1324"
"666","ACH-000667","HCC44","lung","HCC44_LUNG","lung","LUAD","DOID:1324"
"667","ACH-000668","HCC70","breast","HCC70_BREAST","breast","BRCA","DOID:1612"
"668","ACH-000669","SW900","lung","SW900_LUNG","lung","LUSC","DOID:1324"
"669","ACH-000670","SBC5","lung","SBC5_LUNG","lung","SCLC","DOID:1324"
"670","ACH-000671","HUH6","liver","HUH6_LIVER","liver","LIHC","DOID:3571"
"671","ACH-000672","IALM","lung","IALM_LUNG","lung",NA,"DOID:1324"
"672","ACH-000673","LN443","central_nervous_system","LN443_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"673","ACH-000674","NUGC4","stomach","NUGC4_STOMACH","gastric","STAD","DOID:10534"
"674","ACH-000675","NCIH1734","lung","NCIH1734_LUNG","lung","LUAD","DOID:1324"
"675","ACH-000676","LN464","central_nervous_system","LN464_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"676","ACH-000677","SW1573","lung","SW1573_LUNG","lung","LUAD","DOID:1324"
"677","ACH-000678","MKN7","stomach","MKN7_STOMACH","gastric","STAD","DOID:10534"
"678","ACH-000679","OE19","oesophagus","OE19_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"679","ACH-000680","SW948","large_intestine","SW948_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"680","ACH-000681","A549","lung","A549_LUNG","lung","LUAD","DOID:1324"
"681","ACH-000682","SNU1066","upper_aerodigestive_tract","SNU1066_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"682","ACH-000683","SNU503","large_intestine","SNU503_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"683","ACH-000684","KMRC1","kidney","KMRC1_KIDNEY","kidney","KIRC","DOID:263"
"684","ACH-000685","L33","pancreas","L33_PANCREAS","pancreas","PAAD","DOID:1793"
"685","ACH-000686","SNU878","liver","SNU878_LIVER","liver","LIHC","DOID:3571"
"686","ACH-000687","CI1","haematopoietic_and_lymphoid_tissue","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"687","ACH-000688","OV7","ovary","OV7_OVARY","ovary","OV","DOID:2394"
"688","ACH-000689","RH18","soft_tissue","RH18_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"689","ACH-000690","HCC2814","lung","HCC2814_LUNG","lung","LUSC","DOID:1324"
"690","ACH-000691","HCC2157","breast","HCC2157_BREAST","breast","BRCA","DOID:1612"
"691","ACH-000692","SNU899","upper_aerodigestive_tract","SNU899_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"692","ACH-000693","KYSE180","oesophagus","KYSE180_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"693","ACH-000694","TE9","oesophagus","TE9_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"694","ACH-000695","CORL47","lung","CORL47_LUNG","lung","SCLC","DOID:1324"
"695","ACH-000696","OVCAR8","ovary","OVCAR8_OVARY","ovary","OV","DOID:2394"
"696","ACH-000697","A3KAW","haematopoietic_and_lymphoid_tissue","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"697","ACH-000698","DMS53","lung","DMS53_LUNG","lung","SCLC","DOID:1324"
"698","ACH-000699","HCC1395","breast","HCC1395_BREAST","breast","BRCA","DOID:1612"
"699","ACH-000700","NCIH2882","lung","NCIH2882_LUNG","lung","LUSC","DOID:1324"
"700","ACH-000701","RMUGS","ovary","RMUGS_OVARY","ovary","OV","DOID:2394"
"701","ACH-000702","L1236","haematopoietic_and_lymphoid_tissue","L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"702","ACH-000703","DMS79","lung","DMS79_LUNG","lung","SCLC","DOID:1324"
"703","ACH-000704","OAW42","ovary","OAW42_OVARY","ovary","OV","DOID:2394"
"704","ACH-000705","LC1F","lung","LC1F_LUNG","lung","LUSC","DOID:1324"
"705","ACH-000706","EKVX","lung","EKVX_LUNG","lung","LUAD","DOID:1324"
"706","ACH-000707","P3HR1","haematopoietic_and_lymphoid_tissue","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"707","ACH-000708","SNU283","large_intestine","SNU283_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"708","ACH-000709","KMRC2","kidney","KMRC2_KIDNEY","kidney","KIRC","DOID:263"
"709","ACH-000710","NCIH854","lung","NCIH854_LUNG","lung","LUAD","DOID:1324"
"710","ACH-000711","JIMT1","breast","JIMT1_BREAST","breast","BRCA","DOID:1612"
"711","ACH-000712","HCC1833","lung","HCC1833_LUNG","lung","LUAD","DOID:1324"
"712","ACH-000713","CAOV3","ovary","CAOV3_OVARY","ovary","OV","DOID:2394"
"713","ACH-000714","KMS11","haematopoietic_and_lymphoid_tissue","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"714","ACH-000715","SNU1214","upper_aerodigestive_tract","SNU1214_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"715","ACH-000716","TT2609C02","thyroid","TT2609C02_THYROID","thyroid","THCA","DOID:1781"
"716","ACH-000717","COLO680N","oesophagus","COLO680N_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"717","ACH-000718","NCIH2291","lung","NCIH2291_LUNG","lung","LUAD","DOID:1324"
"718","ACH-000719","RMGI","ovary","RMGI_OVARY","ovary","OV","DOID:2394"
"719","ACH-000720","TCCSUP","urinary_tract","TCCSUP_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"720","ACH-000721","HMC18","breast","HMC18_BREAST","breast","BRCA","DOID:1612"
"721","ACH-000722","SNUC1","large_intestine","SNUC1_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"722","ACH-000723","YD10B","upper_aerodigestive_tract","YD10B_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"723","ACH-000724","HT1376","urinary_tract","HT1376_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"724","ACH-000725","HCC202","breast","HCC202_BREAST","breast","BRCA","DOID:1612"
"725","ACH-000726","TE14","oesophagus","TE14_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"726","ACH-000727","NCIH2066","lung","NCIH2066_LUNG","lung","SCLC","DOID:1324"
"727","ACH-000728","KASUMI2","haematopoietic_and_lymphoid_tissue","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"728","ACH-000729","NCIH1963","lung","NCIH1963_LUNG","lung","SCLC","DOID:1324"
"729","ACH-000730","SKMEL5","skin","SKMEL5_SKIN","skin","SKCM","DOID:4159"
"730","ACH-000731","HCC2279","lung","HCC2279_LUNG","lung","LUAD","DOID:1324"
"731","ACH-000732","PECAPJ41CLONED2","upper_aerodigestive_tract","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"732","ACH-000733","NCIH1838","lung","NCIH1838_LUNG","lung","LUAD","DOID:1324"
"733","ACH-000734","JHH5","liver","JHH5_LIVER","liver","LIHC","DOID:3571"
"734","ACH-000735","PECAPJ49","upper_aerodigestive_tract","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"735","ACH-000736","SNU601","stomach","SNU601_STOMACH","gastric","STAD","DOID:10534"
"736","ACH-000737","NCIH1385","lung","NCIH1385_LUNG","lung","LUSC","DOID:1324"
"737","ACH-000738","GB1","central_nervous_system","GB1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"738","ACH-000739","HEPG2","liver","HEPG2_LIVER","liver","LIHC","DOID:3571"
"739","ACH-000740","A253","salivary_gland","A253_SALIVARY_GLAND","upper_aerodigestive","HNSC","DOID:11934"
"740","ACH-000741","UBLC1","urinary_tract","UBLC1_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"741","ACH-000742","DM3","fibroblast","DM3_FIBROBLAST","fibroblast","MESO","DOID:1790"
"742","ACH-000743","CORL95","lung","CORL95_LUNG","lung","SCLC","DOID:1324"
"743","ACH-000744","NCIH1623","lung","NCIH1623_LUNG","lung","LUAD","DOID:1324"
"744","ACH-000745","MOLP8","haematopoietic_and_lymphoid_tissue","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"745","ACH-000746","GSS","stomach","GSS_STOMACH","gastric","STAD","DOID:10534"
"746","ACH-000747","NCIH1703","lung","NCIH1703_LUNG","lung","LUSC","DOID:1324"
"747","ACH-000748","SJSA1","bone","SJSA1_BONE","bone","SARC","DOID:184"
"748","ACH-000749","DMS273","lung","DMS273_LUNG","lung","SCLC","DOID:1324"
"749","ACH-000750","LOXIMVI","skin","LOXIMVI_SKIN","skin","SKCM","DOID:4159"
"750","ACH-000751","OCIM1","haematopoietic_and_lymphoid_tissue","OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"751","ACH-000752","NCIH196","lung","NCIH196_LUNG","lung","SCLC","DOID:1324"
"752","ACH-000753","JMSU1","urinary_tract","JMSU1_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"753","ACH-000754","L428","haematopoietic_and_lymphoid_tissue","L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"754","ACH-000755","HCC2218","breast","HCC2218_BREAST","breast","BRCA","DOID:1612"
"755","ACH-000756","GI1","central_nervous_system","GI1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"756","ACH-000757","A427","lung","A427_LUNG","lung","LUAD","DOID:1324"
"757","ACH-000758","MKN74","stomach","MKN74_STOMACH","gastric","STAD","DOID:10534"
"758","ACH-000759","MDAMB175VII","breast","MDAMB175VII_BREAST","breast","BRCA","DOID:1612"
"759","ACH-000760","LNZ308","central_nervous_system","LNZ308_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"760","ACH-000761","NUGC2","stomach","NUGC2_STOMACH","gastric","STAD","DOID:10534"
"761","ACH-000762","YD38","upper_aerodigestive_tract","YD38_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"762","ACH-000763","MM1S","haematopoietic_and_lymphoid_tissue","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"763","ACH-000764","SH10TC","stomach","SH10TC_STOMACH","gastric","STAD","DOID:10534"
"764","ACH-000765","WM983B","skin","WM983B_SKIN","skin","SKCM","DOID:4159"
"765","ACH-000766","NCIH1648","lung","NCIH1648_LUNG","lung","LUAD","DOID:1324"
"766","ACH-000767","NCIH526","lung","NCIH526_LUNG","lung","SCLC","DOID:1324"
"767","ACH-000768","MDAMB231","breast","MDAMB231_BREAST","breast","BRCA","DOID:1612"
"768","ACH-000769","LK2","lung","LK2_LUNG","lung","LUSC","DOID:1324"
"769","ACH-000770","P31FUJ","haematopoietic_and_lymphoid_tissue","P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"770","ACH-000771","BICR56","upper_aerodigestive_tract","BICR56_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"771","ACH-000772","TE441T","soft_tissue","TE441T_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"772","ACH-000773","KIJK","haematopoietic_and_lymphoid_tissue","KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:1240"
"773","ACH-000774","RERFLCAD2","lung","RERFLCAD2_LUNG","lung","LUAD","DOID:1324"
"774","ACH-000775","NCIH727","lung","NCIH727_LUNG","lung","LUAD","DOID:1324"
"775","ACH-000776","ONS76","central_nervous_system","ONS76_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"776","ACH-000777","KYSE30","oesophagus","KYSE30_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"777","ACH-000778","HSC3","upper_aerodigestive_tract","HSC3_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"778","ACH-000779","PC9","lung","PC9_LUNG","lung","LUAD","DOID:1324"
"779","ACH-000780","NCIH1105","lung","NCIH1105_LUNG","lung","SCLC","DOID:1324"
"780","ACH-000781","NCIH2023","lung","NCIH2023_LUNG","lung","LUAD","DOID:1324"
"781","ACH-000782","SEM","haematopoietic_and_lymphoid_tissue","SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"782","ACH-000783","CAMA1","breast","CAMA1_BREAST","breast","BRCA","DOID:1612"
"783","ACH-000784","KYSE70","oesophagus","KYSE70_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"784","ACH-000785","NCIH2126","lung","NCIH2126_LUNG","lung","LUAD","DOID:1324"
"785","ACH-000786","DAUDI","haematopoietic_and_lymphoid_tissue","DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"786","ACH-000787","LXF289","lung","LXF289_LUNG","lung","LUAD","DOID:1324"
"787","ACH-000788","A2058","skin","A2058_SKIN","skin","SKCM","DOID:4159"
"788","ACH-000789","NCIH810","lung","NCIH810_LUNG","lung",NA,"DOID:1324"
"789","ACH-000790","SHP77","lung","SHP77_LUNG","lung","SCLC","DOID:1324"
"790","ACH-000791","RERFLCAD1","lung","RERFLCAD1_LUNG","lung","LUAD","DOID:1324"
"791","ACH-000792","BFTC909","kidney","BFTC909_KIDNEY","kidney","KIRC","DOID:263"
"792","ACH-000793","KATOIII","stomach","KATOIII_STOMACH","gastric","STAD","DOID:10534"
"793","ACH-000794","BICR22","upper_aerodigestive_tract","BICR22_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"794","ACH-000795","MOLT13","haematopoietic_and_lymphoid_tissue","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"795","ACH-000796","MCAS","ovary","MCAS_OVARY","ovary","OV","DOID:2394"
"796","ACH-000797","HLFA","fibroblast","HLFA_FIBROBLAST","fibroblast","LUSC","DOID:1324"
"797","ACH-000798","CL40","large_intestine","CL40_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"798","ACH-000799","HS695T","skin","HS695T_SKIN","skin","SKCM","DOID:4159"
"799","ACH-000800","NCIH446","lung","NCIH446_LUNG","lung","SCLC","DOID:1324"
"800","ACH-000801","HS936T","skin","HS936T_SKIN","skin","SKCM","DOID:4159"
"801","ACH-000802","BFTC905","urinary_tract","BFTC905_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"802","ACH-000803","COLO668","lung","COLO668_LUNG","lung","SCLC","DOID:1324"
"803","ACH-000804","NB1","autonomic_ganglia","NB1_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"804","ACH-000805","COLO679","skin","COLO679_SKIN","skin","SKCM","DOID:4159"
"805","ACH-000806","L540","haematopoietic_and_lymphoid_tissue","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"806","ACH-000807","SNU738","central_nervous_system","SNU738_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:162"
"807","ACH-000808","HUH28","biliary_tract","HUH28_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"808","ACH-000809","KYSE410","oesophagus","KYSE410_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"809","ACH-000810","SKMEL30","skin","SKMEL30_SKIN","skin","SKCM","DOID:4159"
"810","ACH-000811","SKOV3","ovary","SKOV3_OVARY","ovary","OV","DOID:2394"
"811","ACH-000812","COLO783","skin","COLO783_SKIN","skin","SKCM","DOID:4159"
"812","ACH-000813","T3M10","lung","T3M10_LUNG","lung",NA,"DOID:1324"
"813","ACH-000814","HS939T","skin","HS939T_SKIN","skin","SKCM","DOID:4159"
"814","ACH-000815","KMH2","haematopoietic_and_lymphoid_tissue","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"815","ACH-000816","NCIH524","lung","NCIH524_LUNG","lung","SCLC","DOID:1324"
"816","ACH-000817","RPMI8226","haematopoietic_and_lymphoid_tissue","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"817","ACH-000818","BT483","breast","BT483_BREAST","breast","BRCA","DOID:1612"
"818","ACH-000819","LN18","central_nervous_system","LN18_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"819","ACH-000820","SW403","large_intestine","SW403_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"820","ACH-000821","EJM","haematopoietic_and_lymphoid_tissue","EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"821","ACH-000822","SKMEL24","skin","SKMEL24_SKIN","skin","SKCM","DOID:4159"
"822","ACH-000823","KYSE140","oesophagus","KYSE140_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"823","ACH-000824","KYSE510","oesophagus","KYSE510_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"824","ACH-000825","HOP92","lung","HOP92_LUNG","lung",NA,"DOID:1324"
"825","ACH-000826","CAL12T","lung","CAL12T_LUNG","lung",NA,"DOID:1324"
"826","ACH-000827","WM793","skin","WM793_SKIN","skin","SKCM","DOID:4159"
"827","ACH-000828","ZR7530","breast","ZR7530_BREAST","breast","BRCA","DOID:1612"
"828","ACH-000829","HUNS1","haematopoietic_and_lymphoid_tissue","HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"829","ACH-000830","NCIH1436","lung","NCIH1436_LUNG","lung","SCLC","DOID:1324"
"830","ACH-000831","HEC50B","endometrium","HEC50B_ENDOMETRIUM","uterus","UCEC","DOID:363"
"831","ACH-000832","CAL27","upper_aerodigestive_tract","CAL27_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"832","ACH-000833","RH30","soft_tissue","RH30_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"833","ACH-000834","UMUC1","urinary_tract","UMUC1_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"834","ACH-000835","GCT","soft_tissue","GCT_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"835","ACH-000836","YD15","salivary_gland","YD15_SALIVARY_GLAND","upper_aerodigestive","HNSC","DOID:11934"
"836","ACH-000837","NCIH322","lung","NCIH322_LUNG","lung","LUAD","DOID:1324"
"837","ACH-000838","AMO1","haematopoietic_and_lymphoid_tissue","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"838","ACH-000839","SCABER","urinary_tract","SCABER_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"839","ACH-000840","HCC366","lung","HCC366_LUNG","lung","LUAD","DOID:1324"
"840","ACH-000841","NCIH2087","lung","NCIH2087_LUNG","lung","LUAD","DOID:1324"
"841","ACH-000842","SW480","large_intestine","SW480_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"842","ACH-000843","HARA","lung","HARA_LUNG","lung","LUSC","DOID:1324"
"843","ACH-000844","DMS454","lung","DMS454_LUNG","lung","SCLC","DOID:1324"
"844","ACH-000845","NCIH1373","lung","NCIH1373_LUNG","lung","LUAD","DOID:1324"
"845","ACH-000846","FADU","upper_aerodigestive_tract","FADU_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:162"
"846","ACH-000847","HGC27","stomach","HGC27_STOMACH","gastric","STAD","DOID:10534"
"847","ACH-000848","JHH7","liver","JHH7_LIVER","liver","LIHC","DOID:3571"
"848","ACH-000849","MDAMB468","breast","MDAMB468_BREAST","breast","BRCA","DOID:1612"
"849","ACH-000850","HS698T","fibroblast","HS698T_FIBROBLAST","fibroblast","COADREAD","DOID:9256"
"850","ACH-000851","MORCPR","lung","MORCPR_LUNG","lung","LUAD","DOID:1324"
"851","ACH-000852","NCIH1435","lung","NCIH1435_LUNG","lung","LUAD","DOID:1324"
"852","ACH-000853","NCIH661","lung","NCIH661_LUNG","lung",NA,"DOID:1324"
"853","ACH-000854","OCIMY5","haematopoietic_and_lymphoid_tissue","OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","MM","DOID:9538"
"854","ACH-000855","KYSE150","oesophagus","KYSE150_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"855","ACH-000856","CAL51","breast","CAL51_BREAST","breast","BRCA","DOID:1612"
"856","ACH-000857","CAL851","breast","CAL851_BREAST","breast","BRCA","DOID:1612"
"857","ACH-000858","KNS62","lung","KNS62_LUNG","lung","LUSC","DOID:1324"
"858","ACH-000859","HCC1954","breast","HCC1954_BREAST","breast","BRCA","DOID:1612"
"859","ACH-000860","NCIH358","lung","NCIH358_LUNG","lung","LUAD","DOID:1324"
"860","ACH-000861","HOP62","lung","HOP62_LUNG","lung","LUAD","DOID:1324"
"861","ACH-000862","KMBC2","urinary_tract","KMBC2_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"862","ACH-000863","DBTRG05MG","central_nervous_system","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"863","ACH-000864","COLO684","endometrium","COLO684_ENDOMETRIUM","uterus","UCEC","DOID:363"
"864","ACH-000865","KYSE450","oesophagus","KYSE450_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"865","ACH-000866","NCIH1048","lung","NCIH1048_LUNG","lung","SCLC","DOID:1324"
"866","ACH-000867","CHAGOK1","lung","CHAGOK1_LUNG","lung","LUAD","DOID:162"
"867","ACH-000868","HCC1195","lung","HCC1195_LUNG","lung","LUAD","DOID:1324"
"868","ACH-000869","NCIH1568","lung","NCIH1568_LUNG","lung","LUAD","DOID:1324"
"869","ACH-000870","NCIH1930","lung","NCIH1930_LUNG","lung","SCLC","DOID:1324"
"870","ACH-000871","NCIH510","lung","NCIH510_LUNG","lung","SCLC","DOID:1324"
"871","ACH-000872","HCC515","lung","HCC515_LUNG","lung","LUAD","DOID:1324"
"872","ACH-000873","KYSE270","oesophagus","KYSE270_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"873","ACH-000874","RS411","haematopoietic_and_lymphoid_tissue","RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"874","ACH-000875","NCIH2347","lung","NCIH2347_LUNG","lung","LUAD","DOID:1324"
"875","ACH-000876","MDAMB415","breast","MDAMB415_BREAST","breast","BRCA","DOID:1612"
"876","ACH-000877","EB1","haematopoietic_and_lymphoid_tissue","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"877","ACH-000878","HCC15","lung","HCC15_LUNG","lung","LUSC","DOID:1324"
"878","ACH-000879","MFE296","endometrium","MFE296_ENDOMETRIUM","uterus","UCEC","DOID:363"
"879","ACH-000880","AGS","stomach","AGS_STOMACH","gastric","STAD","DOID:10534"
"880","ACH-000881","MELJUSO","skin","MELJUSO_SKIN","skin","SKCM","DOID:4159"
"881","ACH-000882","IGR1","skin","IGR1_SKIN","skin","SKCM","DOID:4159"
"882","ACH-000883","SW1783","central_nervous_system","SW1783_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"883","ACH-000884","MDAMB435S","skin","MDAMB435S_SKIN","skin","SKCM","DOID:4159"
"884","ACH-000885","TOV21G","ovary","TOV21G_OVARY","ovary","OV","DOID:2394"
"885","ACH-000886","NCIH2009","lung","NCIH2009_LUNG","lung","LUAD","DOID:1324"
"886","ACH-000887","SF172","central_nervous_system","SF172_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
